GeographyCode,LC5101NI0001,LC5101NI0002,LC5101NI0003,LC5101NI0004,LC5101NI0005,LC5101NI0006,LC5101NI0007,LC5101NI0008,LC5101NI0009,LC5101NI0010,LC5101NI0011,LC5101NI0012,LC5101NI0013,LC5101NI0014,LC5101NI0015,LC5101NI0016,LC5101NI0017,LC5101NI0018,LC5101NI0019,LC5101NI0020,LC5101NI0021,LC5101NI0022,LC5101NI0023,LC5101NI0024,LC5101NI0025,LC5101NI0026,LC5101NI0027,LC5101NI0028,LC5101NI0029,LC5101NI0030,LC5101NI0031,LC5101NI0032,LC5101NI0033,LC5101NI0034,LC5101NI0035,LC5101NI0036,LC5101NI0037,LC5101NI0038,LC5101NI0039,LC5101NI0040,LC5101NI0041,LC5101NI0042,LC5101NI0043,LC5101NI0044,LC5101NI0045,LC5101NI0046,LC5101NI0047,LC5101NI0048,LC5101NI0049
N00000128,771,221,78,126,91,175,80,154,18,20,45,39,24,8,149,9,20,25,27,55,13,112,24,10,14,6,42,16,155,53,16,25,11,29,21,106,55,8,8,6,17,12,95,62,4,9,2,8,10
N00000129,251,124,37,33,19,20,18,43,11,7,12,8,2,3,48,10,10,11,7,8,2,43,20,11,4,1,2,5,38,24,5,2,2,4,1,48,32,3,4,1,4,4,31,27,1,0,0,0,3
N00000130,357,56,41,85,57,92,26,70,10,6,21,20,10,3,50,0,2,10,11,25,2,99,6,16,30,9,35,3,100,17,15,21,16,20,11,13,5,2,2,1,0,3,25,18,0,1,0,2,4
N00000131,318,50,37,49,53,101,28,47,3,5,16,12,10,1,35,2,6,4,8,12,3,44,3,5,5,7,22,2,73,8,6,13,16,22,8,75,15,10,7,8,28,7,44,19,5,4,2,7,7
N00000132,294,80,32,41,45,74,22,44,10,4,7,17,5,1,33,4,6,6,3,14,0,38,3,1,8,6,15,5,66,13,13,16,6,14,4,41,9,7,3,6,10,6,72,41,1,1,7,16,6
N00000133,273,84,34,32,36,58,29,32,2,6,6,10,7,1,41,2,3,5,14,16,1,42,2,9,8,4,13,6,45,11,11,3,7,8,5,39,13,4,4,0,11,7,74,54,1,6,1,3,9
N00000134,350,66,46,61,55,87,35,57,7,7,17,16,8,2,47,3,5,6,11,21,1,64,2,14,20,7,15,6,86,9,12,13,15,27,10,38,9,6,1,6,11,5,58,36,2,4,0,5,11
N00000135,246,104,37,31,28,25,21,44,13,10,9,7,3,2,39,4,10,4,11,8,2,34,7,7,7,4,6,3,50,18,8,7,3,7,7,28,20,1,1,2,0,4,51,42,1,3,1,1,3
N00000136,402,76,50,72,64,108,32,65,6,11,23,13,8,4,57,2,5,8,11,29,2,80,4,14,16,17,24,5,90,15,12,16,11,28,8,60,22,6,5,9,14,4,50,27,2,4,3,5,9
N00000137,252,63,40,45,44,36,24,37,4,4,14,13,1,1,29,1,5,5,10,6,2,50,4,9,7,11,15,4,55,12,13,12,6,6,6,34,8,8,4,3,5,6,47,34,1,3,1,3,5
N00000138,345,33,45,82,65,97,23,58,3,5,24,21,4,1,28,0,2,5,6,14,1,92,4,17,20,15,33,3,105,7,19,23,18,29,9,40,5,1,9,4,15,6,22,14,1,1,1,2,3
N00000139,272,78,25,42,43,60,24,29,1,4,11,8,5,0,28,0,3,6,10,4,5,40,5,6,6,4,17,2,39,13,3,6,5,8,4,53,12,3,4,9,16,9,83,47,6,9,7,10,4
N00000140,302,104,32,49,23,68,26,34,7,5,12,6,4,0,37,7,4,7,3,13,3,39,5,5,6,7,13,3,51,16,7,13,2,9,4,54,18,2,6,3,17,8,87,51,9,5,2,12,8
N00000141,373,159,49,54,33,37,41,49,7,7,14,15,4,2,45,5,14,8,4,10,4,56,10,13,15,6,7,5,64,22,12,9,5,8,8,37,23,3,3,2,1,5,122,92,0,5,1,7,17
N00000142,164,71,27,20,17,18,11,14,2,2,3,6,0,1,26,5,5,4,3,9,0,18,3,6,2,3,3,1,27,6,7,5,1,4,4,35,20,5,4,1,1,4,44,35,2,2,3,1,1
N00000143,183,85,26,23,18,20,11,16,3,6,3,2,1,1,35,4,7,5,10,8,1,27,6,3,9,5,3,1,36,18,7,5,0,4,2,15,9,1,0,1,3,1,54,45,2,1,0,1,5
N00000144,191,65,36,36,26,13,15,29,5,4,7,9,3,1,48,3,14,12,12,5,2,20,2,10,6,1,1,0,30,12,5,4,3,2,4,27,13,1,6,1,2,4,37,30,2,1,0,0,4
N00000145,111,66,17,9,6,5,8,11,3,3,2,2,1,0,10,3,2,3,1,1,0,12,4,6,1,0,1,0,9,3,2,1,0,1,2,20,13,2,0,3,0,2,49,40,2,2,0,1,4
N00000146,240,50,27,32,33,75,23,37,8,4,9,11,4,1,27,4,2,1,3,11,6,26,4,5,4,4,8,1,52,4,9,10,6,18,5,35,7,3,1,7,14,3,63,23,4,7,2,20,7
N00000147,184,61,26,30,26,27,14,28,3,6,5,8,4,2,34,4,3,6,8,10,3,28,6,8,5,4,4,1,33,13,7,5,1,5,2,24,10,2,5,3,2,2,37,25,0,4,2,2,4
N00000148,500,154,76,77,43,101,49,73,20,15,19,6,9,4,123,9,15,22,25,40,12,102,20,23,19,5,29,6,59,22,11,8,1,7,10,67,34,6,4,4,10,9,76,49,6,5,2,6,8
N00000149,347,102,54,65,41,59,26,38,3,9,17,5,1,3,69,4,7,14,19,21,4,57,4,17,14,7,10,5,43,11,9,8,2,11,2,42,17,5,6,4,7,3,98,63,7,6,4,9,9
N00000150,291,82,27,35,36,73,38,23,4,4,7,6,1,1,32,2,1,1,6,22,0,44,2,5,9,8,14,6,56,8,10,8,7,17,6,47,15,4,5,3,12,8,89,51,3,5,6,7,17
N00000151,247,95,33,32,22,27,38,32,7,7,7,6,4,1,33,7,6,2,5,4,9,37,10,7,8,5,4,3,41,16,6,5,4,7,3,40,13,6,5,0,7,9,64,42,1,5,2,1,13
N00000152,229,109,43,25,17,18,17,24,7,10,4,3,0,0,38,5,7,10,5,8,3,35,12,12,2,3,4,2,32,16,9,2,3,0,2,41,24,2,5,2,4,4,59,45,3,2,1,2,6
N00000153,199,94,18,29,24,17,17,16,4,3,6,3,0,0,33,2,1,10,10,5,5,35,8,8,7,5,4,3,23,10,5,3,3,0,2,26,15,0,3,1,3,4,66,55,1,0,2,5,3
N00000154,215,65,24,37,29,37,23,27,5,5,10,4,1,2,24,3,2,6,5,5,3,46,6,8,9,6,13,4,37,10,6,4,6,6,5,33,13,2,5,5,4,4,48,28,1,3,3,8,5
N00000155,283,81,40,50,30,58,24,41,8,6,14,5,6,2,36,4,7,4,9,11,1,49,6,8,17,4,11,3,54,14,8,8,7,12,5,51,17,10,4,3,14,3,52,32,1,3,2,4,10
N00000156,245,69,29,36,29,60,22,21,4,0,8,5,3,1,10,1,0,5,1,3,0,49,3,8,9,6,20,3,56,10,15,6,7,12,6,27,5,4,4,2,8,4,82,46,2,4,8,14,8
N00000157,304,72,46,45,32,82,27,40,7,3,15,7,6,2,27,1,7,2,4,11,2,55,3,8,12,9,20,3,57,9,16,6,6,19,1,52,19,6,5,2,10,10,73,33,6,5,4,16,9
N00000158,542,163,72,87,66,90,64,59,10,12,19,12,4,2,63,1,9,15,17,16,5,84,9,16,13,13,28,5,81,19,17,14,8,15,8,119,46,10,18,7,14,24,136,78,8,8,9,13,20
N00000159,202,79,20,33,18,31,21,24,2,5,6,6,3,2,24,2,4,7,3,5,3,12,2,0,0,2,5,3,35,7,5,8,4,8,3,30,10,5,7,2,4,2,77,56,1,5,1,6,8
N00000160,275,74,35,40,24,80,22,32,6,5,7,9,4,1,29,3,6,5,4,10,1,39,4,7,5,5,17,1,36,3,11,10,1,10,1,50,9,3,7,4,19,8,89,49,3,6,1,20,10
N00000161,294,29,21,57,38,134,15,41,1,1,12,19,7,1,17,0,0,3,0,13,1,29,4,2,9,1,12,1,68,3,7,14,7,35,2,80,7,7,7,6,46,7,59,14,4,12,5,21,3
N00000162,219,59,27,41,32,38,22,24,2,4,6,8,4,0,37,0,5,6,9,13,4,29,4,3,7,9,5,1,36,7,13,5,2,5,4,45,17,0,14,3,6,5,48,29,2,3,1,5,8
N00000163,268,107,41,38,26,28,28,31,6,7,10,6,1,1,42,9,8,4,7,10,4,41,6,10,14,4,6,1,48,11,12,5,5,9,6,42,26,4,2,3,1,6,64,49,0,3,1,1,10
N00000164,242,44,14,30,30,98,26,19,1,2,5,8,3,0,18,1,1,1,6,8,1,35,4,5,2,4,18,2,48,2,3,9,5,24,5,32,6,1,3,3,16,3,90,30,2,10,4,29,15
N00000165,267,50,22,35,30,108,22,26,3,4,7,5,7,0,27,3,0,3,6,15,0,49,0,7,4,7,26,5,40,4,5,7,7,13,4,51,11,2,7,3,25,3,74,29,4,7,2,22,10
N00000166,243,61,23,38,28,66,27,18,1,1,8,6,2,0,37,0,1,2,8,24,2,14,0,0,4,3,6,1,47,9,7,11,6,12,2,54,16,7,7,3,12,9,73,35,7,6,2,10,13
N00000167,315,63,33,57,32,100,30,37,1,6,14,9,7,0,33,2,4,1,4,21,1,49,2,9,13,7,15,3,49,5,4,12,4,22,2,61,19,2,9,6,19,6,86,34,8,8,2,16,18
N00000168,289,74,27,40,29,91,28,28,3,2,10,7,4,2,26,1,3,2,6,13,1,47,5,9,8,4,17,4,43,3,3,10,3,22,2,61,21,4,6,4,21,5,84,41,6,4,5,14,14
N00000169,595,139,72,95,78,146,65,73,11,8,24,16,8,6,60,2,9,9,11,27,2,75,10,15,12,13,22,3,134,18,14,25,24,41,12,102,34,15,11,10,17,15,151,64,11,14,4,31,27
N00000170,282,77,36,39,41,54,35,27,2,11,4,5,4,1,55,7,6,11,9,16,6,54,8,8,10,14,11,3,51,10,6,7,8,13,7,42,15,2,4,3,7,11,53,35,3,3,2,3,7
N00000171,332,65,34,66,46,94,27,41,1,2,20,12,5,1,37,5,7,4,4,14,3,55,3,11,9,11,17,4,85,11,10,20,6,31,7,60,14,4,11,7,18,6,54,31,0,2,6,9,6
N00000172,637,132,76,98,74,179,78,67,6,6,19,20,14,2,88,4,10,17,10,40,7,98,10,13,17,12,37,9,126,18,27,19,19,27,16,104,24,13,11,6,32,18,154,70,7,15,7,29,26
N00000173,313,62,33,53,41,89,35,35,5,3,9,9,5,4,37,3,3,5,6,18,2,45,3,6,13,7,15,1,53,3,5,9,9,22,5,66,20,9,7,3,20,7,77,28,7,10,7,9,16
N00000174,306,133,38,44,44,35,12,45,16,10,9,5,4,1,59,6,12,14,14,11,2,51,13,8,8,13,8,1,51,20,4,8,7,7,5,57,44,2,3,4,3,1,43,34,2,2,1,2,2
N00000175,294,79,45,46,33,64,27,38,8,7,10,8,5,0,47,2,9,9,6,18,3,71,9,13,11,8,24,6,51,15,12,5,5,9,5,39,17,3,7,5,1,6,48,28,1,4,1,7,7
N00000176,397,140,54,68,53,37,45,71,11,13,19,18,6,4,63,5,6,13,15,18,6,46,14,12,7,3,3,7,64,14,14,16,7,5,8,83,43,7,9,8,5,11,70,53,2,4,2,0,9
N00000177,276,99,38,41,29,46,23,42,5,8,15,6,6,2,49,2,7,5,8,20,7,37,5,10,4,6,7,5,50,23,3,8,7,6,3,34,17,4,7,0,3,3,64,47,6,2,2,4,3
N00000178,572,247,85,81,53,67,39,86,11,22,23,22,5,3,86,7,17,22,18,15,7,66,16,15,10,3,18,4,91,29,17,13,7,19,6,71,42,5,9,3,4,8,172,142,9,4,0,6,11
N00000179,749,295,80,114,79,109,72,104,20,19,29,18,8,10,150,14,18,31,25,47,15,121,20,22,20,19,32,8,98,36,14,20,8,9,11,79,54,5,7,4,3,6,197,151,2,7,5,10,22
N00000180,228,106,28,33,22,22,17,34,10,7,8,6,3,0,35,4,7,7,9,6,2,46,14,9,8,3,8,4,30,11,3,8,3,2,3,31,20,2,1,1,2,5,52,47,0,1,0,1,3
N00000181,262,87,34,37,29,44,31,37,6,4,9,6,9,3,59,3,8,9,13,20,6,37,4,11,3,2,12,5,36,12,9,8,1,2,4,34,17,2,4,2,1,8,59,45,0,4,5,0,5
N00000182,191,70,28,23,28,24,18,19,1,5,8,1,3,1,49,2,11,2,17,14,3,24,8,3,3,6,2,2,21,3,6,6,3,2,1,15,10,1,0,0,1,3,63,46,2,4,1,2,8
N00000183,238,41,36,40,31,66,24,34,5,6,7,10,4,2,51,3,9,4,8,22,5,27,2,3,4,3,12,3,56,10,10,11,7,11,7,40,2,6,11,2,14,5,30,19,2,3,1,3,2
N00000184,330,117,20,33,35,87,38,41,5,7,9,8,7,5,57,2,2,6,14,28,5,39,7,5,5,5,14,3,37,6,2,5,4,15,5,33,8,3,3,3,12,4,123,89,1,5,1,11,16
N00000185,201,79,13,25,19,48,17,21,1,2,9,3,4,2,18,1,4,2,3,6,2,9,1,1,2,2,2,1,24,6,3,4,4,7,0,44,13,2,3,5,18,3,85,57,1,5,2,11,9
N00000186,224,60,37,37,31,40,19,31,5,8,5,5,6,2,47,3,11,11,12,8,2,41,5,9,5,8,10,4,44,8,9,13,4,5,5,16,8,0,2,1,4,1,45,31,0,1,1,7,5
N00000187,206,89,28,22,29,20,18,22,3,5,4,7,1,2,31,3,6,4,9,7,2,38,10,11,3,9,4,1,31,12,3,9,0,5,2,33,21,0,2,3,1,6,51,40,3,0,1,2,5
N00000188,268,91,48,38,31,30,30,43,8,9,13,8,2,3,55,3,8,9,14,14,7,50,11,18,11,3,4,3,39,12,10,2,3,8,4,27,16,1,2,3,0,5,54,41,2,1,0,2,8
N00000189,264,46,30,50,33,78,27,37,5,4,13,13,2,0,25,3,1,3,3,14,1,66,2,11,8,10,26,9,56,7,10,14,3,17,5,35,10,2,8,3,9,3,45,19,2,4,1,10,9
N00000190,256,62,35,50,34,47,28,26,8,3,4,6,5,0,31,3,5,5,7,11,0,41,3,12,8,3,11,4,42,7,7,12,7,3,6,59,14,5,14,9,9,8,57,27,3,7,2,8,10
N00000191,267,75,32,35,44,42,39,33,4,6,10,10,1,2,30,7,0,3,8,10,2,35,4,11,4,9,5,2,48,6,10,6,5,7,14,55,17,4,8,9,8,9,66,37,1,4,3,11,10
N00000192,254,74,53,43,34,26,24,41,4,10,10,11,6,0,55,6,12,12,11,11,3,39,5,15,9,4,3,3,35,11,6,5,5,3,5,48,24,6,7,3,3,5,36,24,4,0,0,0,8
N00000193,213,73,34,43,28,18,17,48,7,16,12,8,1,4,35,4,5,7,10,6,3,41,7,6,14,4,8,2,31,10,6,6,3,3,3,27,19,0,4,2,0,2,31,26,1,0,1,0,3
N00000194,209,93,36,23,16,22,19,18,1,6,4,1,4,2,30,1,2,5,8,11,3,35,6,15,4,3,4,3,24,10,10,2,1,0,1,44,25,2,7,3,1,6,58,50,1,1,0,2,4
N00000195,211,107,23,19,13,24,25,20,5,3,6,1,2,3,23,3,4,1,5,7,3,26,7,5,3,5,4,2,21,7,5,2,1,3,3,41,26,4,4,1,1,5,80,59,2,3,0,7,9
N00000196,198,99,28,27,13,12,19,21,1,6,10,3,0,1,23,1,9,4,3,4,2,20,5,5,4,2,3,1,34,15,6,3,2,5,3,35,25,0,4,1,0,5,65,52,2,2,2,0,7
N00000197,254,42,40,49,37,50,36,32,2,2,10,8,4,6,48,4,3,5,10,21,5,53,4,13,13,10,6,7,53,8,13,10,3,11,8,41,9,7,10,5,6,4,27,15,2,1,1,2,6
N00000198,234,47,32,42,39,53,21,33,3,2,9,9,10,0,50,4,5,8,18,14,1,28,2,7,3,5,9,2,49,7,12,13,2,11,4,38,10,2,8,4,4,10,36,21,4,1,1,5,4
N00000199,275,52,45,46,35,67,30,27,4,5,8,5,3,2,48,3,3,7,13,21,1,61,3,20,14,6,15,3,53,7,12,7,7,13,7,48,13,4,7,4,12,8,38,22,1,3,0,3,9
N00000200,254,53,42,39,36,59,25,23,5,0,8,4,5,1,58,2,7,9,9,27,4,47,5,9,9,9,13,2,43,4,14,4,6,7,8,58,20,10,6,8,6,8,25,17,2,3,0,1,2
N00000201,256,57,22,37,30,89,21,17,2,1,4,5,3,2,35,1,2,6,5,21,0,33,5,5,3,5,15,0,32,3,3,6,7,9,4,57,14,6,11,3,18,5,82,32,5,7,5,23,10
N00000202,264,37,25,39,50,88,25,28,1,4,9,9,4,1,19,0,2,3,6,8,0,26,0,2,3,5,13,3,48,1,10,9,12,14,2,74,14,2,8,10,30,10,69,21,5,7,8,19,9
N00000203,281,76,25,38,31,70,41,26,2,0,10,7,7,0,33,1,4,2,3,17,6,38,0,8,7,5,15,3,57,11,7,6,10,15,8,42,11,3,3,5,6,14,85,51,3,10,1,10,10
N00000204,328,100,37,53,36,62,40,35,5,4,12,6,7,1,52,1,6,8,13,21,3,50,3,16,8,5,14,4,53,8,7,14,10,6,8,51,22,3,8,1,6,11,87,61,1,3,1,8,13
N00000205,242,57,32,31,28,69,25,38,3,1,10,9,10,5,27,3,3,4,5,12,0,45,6,9,5,4,16,5,48,8,13,7,8,9,3,46,11,6,5,1,17,6,38,26,0,0,1,5,6
N00000206,345,88,32,55,42,100,28,29,2,3,8,7,8,1,82,5,6,17,11,39,4,50,4,4,9,9,21,3,55,9,10,7,9,17,3,59,25,8,5,4,8,9,70,43,1,9,2,7,8
N00000207,225,36,29,37,39,63,21,33,0,3,11,9,7,3,30,1,3,4,8,10,4,43,5,5,4,8,19,2,45,5,13,7,6,10,4,45,10,5,8,6,11,5,29,15,0,3,2,6,3
N00000208,273,46,29,62,42,77,17,36,5,4,9,12,4,2,35,2,2,7,10,13,1,32,2,3,5,5,15,2,60,4,8,21,5,20,2,57,11,6,13,7,16,4,53,22,6,7,3,9,6
N00000209,293,29,28,50,49,114,23,58,3,5,14,20,13,3,24,0,1,2,4,16,1,41,2,8,6,4,17,4,77,4,6,13,13,37,4,66,8,8,11,7,25,7,27,12,0,4,1,6,4
N00000210,337,109,36,47,37,79,29,39,6,5,8,10,7,3,41,1,7,3,7,20,3,44,7,8,12,3,11,3,53,13,8,8,9,13,2,56,22,4,10,5,12,3,104,60,4,6,3,16,15
N00000211,460,162,65,61,37,94,41,32,5,4,11,7,3,2,38,3,10,3,9,11,2,67,9,15,7,7,22,7,65,18,15,11,3,12,6,76,24,10,15,5,17,5,182,103,11,14,6,29,19
N00000212,150,38,23,25,16,29,19,18,3,4,6,3,1,1,22,1,6,4,3,7,1,29,2,6,3,4,7,7,20,4,3,4,2,6,1,25,8,4,5,1,5,2,36,20,0,3,3,3,7
N00000213,252,58,23,32,34,80,25,22,3,4,2,8,5,0,43,3,3,10,7,17,3,32,1,5,3,4,17,2,34,6,5,4,7,11,1,55,12,4,7,5,18,9,66,33,2,6,3,12,10
N00000214,263,49,25,44,36,88,21,25,4,3,9,6,3,0,33,2,3,4,6,16,2,48,3,8,12,5,15,5,49,10,4,6,8,18,3,41,7,5,4,4,18,3,67,23,2,9,7,18,8
N00000215,336,43,44,64,44,114,27,49,4,10,16,13,6,0,32,0,3,4,4,20,1,41,2,4,8,6,20,1,62,5,11,10,6,25,5,70,7,8,13,10,23,9,82,25,8,13,5,20,11
N00000216,334,82,39,57,36,91,29,37,7,4,10,9,6,1,52,3,7,11,8,22,1,52,7,9,12,6,17,1,64,6,7,13,6,21,11,64,14,10,9,6,17,8,65,45,2,2,1,8,7
N00000217,404,58,33,75,39,166,33,49,5,6,19,12,6,1,23,0,2,4,1,15,1,41,4,1,10,6,17,3,80,7,6,17,8,38,4,90,8,11,14,5,46,6,121,34,7,11,7,44,18
N00000218,292,58,32,41,30,111,20,24,3,3,12,3,3,0,15,0,1,3,2,8,1,39,0,5,5,7,20,2,58,7,7,5,8,27,4,48,14,7,4,2,18,3,108,34,9,12,8,35,10
N00000219,199,72,42,31,12,15,27,31,5,10,11,2,2,1,34,3,12,8,3,8,0,23,8,7,4,1,2,1,37,13,9,4,3,0,8,35,17,2,2,3,1,10,39,26,2,2,0,2,7
N00000220,214,85,35,41,19,15,19,42,8,13,12,7,0,2,38,10,9,9,4,3,3,46,15,7,12,6,3,3,40,20,4,3,2,6,5,27,16,1,4,0,3,3,21,16,1,1,0,0,3
N00000221,204,67,33,38,24,24,18,23,3,6,8,3,2,1,32,1,2,8,12,8,1,33,9,7,7,2,6,2,50,17,12,8,3,7,3,35,15,6,6,3,1,4,31,22,0,1,1,0,7
N00000222,241,76,25,36,29,44,31,18,2,1,11,1,2,1,27,1,7,2,6,9,2,50,8,6,8,8,13,7,30,3,7,3,7,5,5,35,12,3,5,4,6,5,81,50,1,7,3,9,11
N00000223,264,79,35,37,33,62,18,39,3,7,13,11,3,2,15,0,1,2,4,8,0,43,5,11,8,5,14,0,65,12,13,7,8,18,7,31,10,2,4,4,7,4,71,49,1,3,1,12,5
N00000224,206,58,21,32,25,42,28,31,11,2,9,7,2,0,16,2,0,3,2,8,1,41,6,9,3,7,12,4,30,5,3,7,3,6,6,34,12,4,3,2,6,7,54,22,3,7,4,8,10
N00000225,138,43,18,20,7,30,20,9,2,1,1,1,1,3,2,0,0,1,0,0,1,11,2,3,0,2,3,1,17,2,3,4,2,5,1,19,3,7,1,0,5,3,80,34,4,13,2,16,11
N00000226,232,55,30,39,26,66,16,37,4,7,8,8,8,2,16,2,3,2,2,7,0,22,2,3,0,4,12,1,41,6,7,9,6,12,1,38,14,3,7,2,8,4,78,27,7,13,4,19,8
N00000227,174,69,18,29,17,25,16,10,1,5,3,1,0,0,16,0,1,3,2,9,1,25,3,2,9,6,5,0,24,9,0,5,4,5,1,43,21,6,5,2,4,5,56,35,4,4,2,2,9
N00000228,264,69,35,49,31,40,40,28,1,4,12,6,3,2,30,3,4,9,5,6,3,31,4,5,8,8,3,3,37,5,7,6,6,9,4,48,14,8,5,1,10,10,90,42,7,9,5,9,18
N00000229,344,113,43,49,34,68,37,47,10,7,16,8,4,2,24,2,2,4,6,6,4,51,2,10,10,7,20,2,63,11,9,6,8,21,8,44,15,8,6,0,7,8,115,73,7,7,5,10,13
N00000230,220,81,37,38,22,22,20,39,10,9,12,5,1,2,34,5,8,8,5,7,1,35,9,10,6,6,3,1,42,17,6,7,4,3,5,30,13,1,4,2,3,7,40,27,3,1,0,5,4
N00000231,214,99,36,34,21,12,12,45,17,10,12,5,0,1,53,16,10,10,10,6,1,35,11,8,8,4,1,3,34,18,6,4,0,4,2,16,12,2,0,1,0,1,31,25,0,0,1,1,4
N00000232,251,96,31,27,28,41,28,39,11,6,13,4,2,3,49,7,9,5,8,15,5,47,9,9,4,7,13,5,34,19,2,1,4,7,1,26,15,2,1,2,0,6,56,35,3,3,3,4,8
N00000233,223,78,39,19,22,43,22,31,3,12,6,1,8,1,45,5,6,3,9,19,3,33,6,6,5,3,11,2,31,6,9,4,5,5,2,33,21,5,0,3,0,4,50,37,1,1,1,0,10
N00000234,207,83,31,28,14,34,17,24,3,5,9,3,3,1,46,5,10,9,3,16,3,37,10,9,7,2,7,2,17,6,4,1,3,2,1,32,19,1,1,3,4,4,51,40,2,1,0,2,6
N00000235,257,43,31,48,27,77,31,43,4,8,14,9,5,3,33,3,4,7,8,6,5,24,2,3,8,0,9,2,39,2,5,6,4,19,3,45,12,7,6,2,13,5,73,20,4,7,4,25,13
N00000236,213,68,28,34,29,37,17,38,8,7,12,7,4,0,38,6,8,6,9,6,3,37,9,8,7,6,4,3,49,10,5,8,5,15,6,28,18,0,0,2,5,3,23,17,0,1,0,3,2
N00000237,324,46,37,56,42,119,24,41,7,7,10,13,4,0,20,1,0,2,4,12,1,77,3,7,10,9,43,5,70,4,11,13,6,32,4,49,9,8,9,5,16,2,67,22,4,12,5,12,12
N00000238,268,34,24,44,30,120,16,25,2,4,8,7,3,1,20,0,1,2,2,14,1,33,3,1,5,3,20,1,44,3,7,8,6,16,4,67,2,8,11,8,37,1,79,24,3,10,4,30,8
N00000239,200,75,28,37,16,17,27,28,5,5,10,4,1,3,32,5,7,4,9,6,1,37,5,6,17,1,3,5,35,12,8,3,1,4,7,31,18,2,3,1,1,6,37,30,0,0,0,2,5
N00000240,242,70,38,53,34,24,23,53,10,13,11,10,6,3,53,5,7,15,15,8,3,57,21,11,11,4,3,7,45,18,4,11,2,4,6,24,10,3,4,0,3,4,10,6,0,1,3,0,0
N00000241,329,36,30,70,45,132,16,61,6,6,27,14,8,0,13,3,0,3,1,4,2,63,1,10,10,9,29,4,93,3,8,16,15,49,2,61,7,4,9,5,31,5,38,16,2,5,1,11,3
N00000242,279,35,41,55,42,89,17,45,7,4,16,12,6,0,25,0,3,4,5,12,1,62,0,11,8,10,29,4,64,7,14,12,7,19,5,45,12,3,7,6,14,3,38,9,6,8,2,9,4
N00000243,218,69,37,37,20,24,31,26,4,6,10,3,3,0,35,3,8,7,6,8,3,26,1,7,5,7,4,2,37,10,9,6,2,2,8,38,17,4,5,2,3,7,56,34,3,4,0,4,11
N00000244,214,104,38,30,19,11,12,34,8,11,7,4,1,3,28,5,7,9,6,1,0,41,12,13,5,6,2,3,34,23,3,4,2,2,0,35,26,0,3,1,4,1,42,30,4,2,0,1,5
N00000245,262,92,31,43,25,39,32,25,4,2,10,4,1,4,36,5,4,9,3,10,5,46,9,11,8,7,9,2,46,13,6,8,5,10,4,42,22,5,2,1,5,7,67,39,3,6,5,4,10
N00000246,244,109,29,42,31,19,14,29,4,3,15,3,2,2,39,8,5,7,13,3,3,39,6,12,9,8,4,0,35,13,4,5,6,4,3,45,31,3,5,0,3,3,57,47,2,1,1,3,3
N00000247,259,60,39,32,26,60,42,30,3,4,9,8,5,1,22,1,3,3,1,9,5,35,4,11,4,3,10,3,54,9,13,4,9,13,6,45,15,4,7,1,12,6,73,28,4,5,4,11,21
N00000248,278,62,30,50,31,70,35,34,5,5,10,9,4,1,26,1,2,3,6,12,2,44,2,5,6,7,20,4,49,9,4,19,3,10,4,76,21,11,9,5,16,14,49,24,3,3,1,8,10
N00000249,286,48,42,56,39,70,31,43,4,6,13,16,2,2,53,1,3,14,7,24,4,72,6,21,17,9,17,2,57,7,8,11,6,16,9,35,17,3,1,0,6,8,26,13,1,0,1,5,6
N00000250,323,65,44,66,52,71,25,37,5,5,10,10,6,1,63,0,4,15,18,23,3,68,6,15,19,10,16,2,53,10,10,9,8,11,5,56,14,6,11,5,10,10,46,30,4,2,1,5,4
N00000251,314,46,56,61,53,77,21,50,4,10,21,13,2,0,61,0,8,13,18,21,1,94,5,23,15,14,28,9,69,16,10,9,7,18,9,20,8,3,3,1,4,1,20,13,2,0,0,4,1
N00000252,273,31,23,50,40,110,19,41,2,4,15,15,4,1,22,1,3,4,1,9,4,44,2,3,6,10,21,2,67,5,8,9,6,37,2,42,5,2,6,4,21,4,57,16,3,10,4,18,6
N00000253,411,99,53,53,60,117,29,59,7,6,12,23,10,1,58,2,5,7,13,28,3,59,11,11,8,5,19,5,85,11,17,13,7,29,8,68,15,13,10,6,19,5,82,53,1,3,6,12,7
N00000254,259,46,36,45,36,78,18,32,2,3,12,10,3,2,20,1,3,3,5,7,1,42,0,10,8,3,20,1,64,2,8,11,12,30,1,52,16,5,7,5,14,5,49,25,7,4,1,4,8
N00000255,291,57,28,40,40,103,23,36,1,3,9,17,6,0,36,0,6,6,6,17,1,33,5,6,2,3,13,4,62,6,5,10,8,29,4,53,14,4,5,4,19,7,71,31,4,8,2,19,7
N00000256,641,80,49,101,70,286,55,72,8,6,17,23,13,5,74,8,6,7,13,35,5,93,6,10,16,6,49,6,126,5,13,23,10,65,10,123,12,9,16,10,60,16,153,41,5,22,8,64,13
N00000257,361,102,36,68,44,80,31,46,6,3,18,10,4,5,58,1,4,16,12,21,4,63,11,10,12,8,21,1,72,12,9,12,11,19,9,39,15,6,3,1,9,5,83,57,4,7,2,6,7
N00000258,297,50,32,45,41,110,19,40,4,7,11,10,7,1,16,0,1,3,5,7,0,45,1,3,4,9,24,4,79,11,11,11,6,36,4,46,7,5,8,6,16,4,71,27,5,8,5,20,6
