GeographyCode,KS102NI0001,KS102NI0002,KS102NI0003,KS102NI0004,KS102NI0005,KS102NI0006,KS102NI0007,KS102NI0008,KS102NI0009,KS102NI0010,KS102NI0011,KS102NI0012,KS102NI0013,KS102NI0014,KS102NI0015,KS102NI0016,KS102NI0017,KS102NI0018,KS102NI0019,KS102NI0020,KS102NI0021,KS102NI0022,KS102NI0023,KS102NI0024,KS102NI0025,KS102NI0026,KS102NI0027,KS102NI0028,KS102NI0029,KS102NI0030,KS102NI0031,KS102NI0032,KS102NI0033,KS102NI0034,KS102NI0035
N00000125,464,34,21,15,41,5,19,16,26,27,97,88,23,26,14,6,6,35.31,34,7.33,4.53,3.23,8.84,1.08,4.09,3.45,5.60,5.82,20.91,18.97,4.96,5.60,3.02,1.29,1.29
N00000126,481,41,27,20,34,8,24,15,37,27,94,78,17,30,19,9,1,33.53,31,8.52,5.61,4.16,7.07,1.66,4.99,3.12,7.69,5.61,19.54,16.22,3.53,6.24,3.95,1.87,0.21
N00000127,405,44,26,17,26,7,9,8,29,21,92,66,11,28,17,4,0,32.97,32,10.86,6.42,4.20,6.42,1.73,2.22,1.98,7.16,5.19,22.72,16.30,2.72,6.91,4.20,0.99,0
N00000128,991,69,44,19,70,18,32,26,96,80,181,221,40,62,24,5,4,34.79,33,6.96,4.44,1.92,7.06,1.82,3.23,2.62,9.69,8.07,18.26,22.30,4.04,6.26,2.42,0.50,0.40
N00000129,346,30,15,12,29,9,15,5,23,24,67,59,27,22,8,1,0,33.70,31,8.67,4.34,3.47,8.38,2.60,4.34,1.45,6.65,6.94,19.36,17.05,7.80,6.36,2.31,0.29,0
N00000130,498,38,26,14,56,7,21,17,32,21,128,106,7,8,9,7,1,31.30,33,7.63,5.22,2.81,11.24,1.41,4.22,3.41,6.43,4.22,25.70,21.29,1.41,1.61,1.81,1.41,0.20
N00000131,388,12,13,11,26,8,11,10,26,16,63,108,40,29,12,2,1,40.38,44,3.09,3.35,2.84,6.70,2.06,2.84,2.58,6.70,4.12,16.24,27.84,10.31,7.47,3.09,0.52,0.26
N00000132,366,22,15,5,22,8,12,10,22,21,50,84,23,42,19,9,2,40.83,44,6.01,4.10,1.37,6.01,2.19,3.28,2.73,6.01,5.74,13.66,22.95,6.28,11.48,5.19,2.46,0.55
N00000133,322,20,10,7,10,2,4,5,23,24,59,61,23,37,28,5,4,43.59,44,6.21,3.11,2.17,3.11,0.62,1.24,1.55,7.14,7.45,18.32,18.94,7.14,11.49,8.70,1.55,1.24
N00000134,437,33,16,7,26,5,13,9,35,26,85,100,24,40,17,1,0,37.58,39,7.55,3.66,1.60,5.95,1.14,2.97,2.06,8.01,5.95,19.45,22.88,5.49,9.15,3.89,0.23,0
N00000135,312,13,20,9,22,2,11,7,26,17,56,66,12,30,15,3,3,37.88,38,4.17,6.41,2.88,7.05,0.64,3.53,2.24,8.33,5.45,17.95,21.15,3.85,9.62,4.81,0.96,0.96
N00000136,507,27,23,11,37,7,15,14,36,25,112,130,20,34,15,1,0,36.78,39,5.33,4.54,2.17,7.30,1.38,2.96,2.76,7.10,4.93,22.09,25.64,3.94,6.71,2.96,0.20,0
N00000137,315,16,12,3,27,5,10,9,18,12,67,78,11,20,16,8,3,39.50,41,5.08,3.81,0.95,8.57,1.59,3.17,2.86,5.71,3.81,21.27,24.76,3.49,6.35,5.08,2.54,0.95
N00000138,464,30,27,15,38,9,13,18,27,12,108,132,13,16,6,0,0,34.07,39,6.47,5.82,3.23,8.19,1.94,2.80,3.88,5.82,2.59,23.28,28.45,2.80,3.45,1.29,0,0
N00000139,301,8,6,4,8,3,4,6,19,19,49,61,31,38,30,10,5,48.64,51,2.66,1.99,1.33,2.66,1.00,1.33,1.99,6.31,6.31,16.28,20.27,10.30,12.62,9.97,3.32,1.66
N00000140,333,7,8,5,8,3,8,6,20,17,59,79,26,51,29,4,3,47.17,49,2.10,2.40,1.50,2.40,0.90,2.40,1.80,6.01,5.11,17.72,23.72,7.81,15.32,8.71,1.20,0.90
N00000141,443,19,15,4,29,3,9,16,24,25,76,82,19,42,54,15,11,44.91,45,4.29,3.39,0.90,6.55,0.68,2.03,3.61,5.42,5.64,17.16,18.51,4.29,9.48,12.19,3.39,2.48
N00000142,205,16,5,6,11,3,4,2,8,13,31,42,20,23,11,7,3,43.22,46,7.80,2.44,2.93,5.37,1.46,1.95,0.98,3.90,6.34,15.12,20.49,9.76,11.22,5.37,3.41,1.46
N00000143,215,9,7,4,11,1,5,3,8,17,45,45,6,31,18,5,0,43.21,43,4.19,3.26,1.86,5.12,0.47,2.33,1.40,3.72,7.91,20.93,20.93,2.79,14.42,8.37,2.33,0
N00000144,228,18,6,2,9,2,3,8,18,24,44,45,12,22,15,0,0,38.64,35,7.89,2.63,0.88,3.95,0.88,1.32,3.51,7.89,10.53,19.30,19.74,5.26,9.65,6.58,0,0
N00000145,124,3,3,0,3,4,3,2,6,3,19,20,9,18,23,6,2,52.79,57,2.42,2.42,0,2.42,3.23,2.42,1.61,4.84,2.42,15.32,16.13,7.26,14.52,18.55,4.84,1.61
N00000146,271,7,3,5,15,1,13,10,14,19,34,76,11,29,23,9,2,45.29,48,2.58,1.11,1.85,5.54,0.37,4.80,3.69,5.17,7.01,12.55,28.04,4.06,10.70,8.49,3.32,0.74
N00000147,227,22,7,4,9,1,4,6,18,20,42,46,11,13,18,6,0,39.26,40,9.69,3.08,1.76,3.96,0.44,1.76,2.64,7.93,8.81,18.50,20.26,4.85,5.73,7.93,2.64,0
N00000148,676,60,42,25,43,6,15,17,41,61,164,93,33,51,18,4,3,33.45,31,8.88,6.21,3.70,6.36,0.89,2.22,2.51,6.07,9.02,24.26,13.76,4.88,7.54,2.66,0.59,0.44
N00000149,432,37,17,10,18,3,10,10,18,29,97,62,23,49,40,4,5,40.84,39,8.56,3.94,2.31,4.17,0.69,2.31,2.31,4.17,6.71,22.45,14.35,5.32,11.34,9.26,0.93,1.16
N00000150,365,23,14,2,30,5,8,6,9,15,61,76,27,58,21,9,1,43.41,47,6.30,3.84,0.55,8.22,1.37,2.19,1.64,2.47,4.11,16.71,20.82,7.40,15.89,5.75,2.47,0.27
N00000151,283,11,4,6,15,0,7,6,19,13,57,58,23,34,22,8,0,44.44,45,3.89,1.41,2.12,5.30,0,2.47,2.12,6.71,4.59,20.14,20.49,8.13,12.01,7.77,2.83,0
N00000152,270,11,7,2,20,1,7,4,13,19,54,44,29,40,17,2,0,43.17,44,4.07,2.59,0.74,7.41,0.37,2.59,1.48,4.81,7.04,20.00,16.30,10.74,14.81,6.30,0.74,0
N00000153,250,20,11,5,12,3,6,3,7,16,52,35,14,34,28,1,3,42.50,41,8.00,4.40,2.00,4.80,1.20,2.40,1.20,2.80,6.40,20.80,14.00,5.60,13.60,11.20,0.40,1.20
N00000154,259,14,5,6,17,2,7,8,12,12,58,58,12,29,13,1,5,41.65,43,5.41,1.93,2.32,6.56,0.77,2.70,3.09,4.63,4.63,22.39,22.39,4.63,11.20,5.02,0.39,1.93
N00000155,337,14,6,8,21,5,7,10,24,19,66,86,19,30,15,2,5,41.05,43,4.15,1.78,2.37,6.23,1.48,2.08,2.97,7.12,5.64,19.58,25.52,5.64,8.90,4.45,0.59,1.48
N00000156,301,14,11,8,17,6,4,8,9,2,57,70,13,46,32,4,0,44.90,46,4.65,3.65,2.66,5.65,1.99,1.33,2.66,2.99,0.66,18.94,23.26,4.32,15.28,10.63,1.33,0
N00000157,368,21,12,5,22,4,7,7,26,16,66,89,20,48,20,2,3,42.07,44,5.71,3.26,1.36,5.98,1.09,1.90,1.90,7.07,4.35,17.93,24.18,5.43,13.04,5.43,0.54,0.82
N00000158,678,51,31,10,37,7,16,14,29,37,110,132,68,102,26,3,5,41.59,44,7.52,4.57,1.47,5.46,1.03,2.36,2.06,4.28,5.46,16.22,19.47,10.03,15.04,3.83,0.44,0.74
N00000159,221,5,6,1,6,1,4,3,17,14,22,51,14,46,20,10,1,50.14,53,2.26,2.71,0.45,2.71,0.45,1.81,1.36,7.69,6.33,9.95,23.08,6.33,20.81,9.05,4.52,0.45
N00000160,322,23,8,4,7,5,9,4,19,17,51,58,28,47,25,8,9,46.21,49,7.14,2.48,1.24,2.17,1.55,2.80,1.24,5.90,5.28,15.84,18.01,8.70,14.60,7.76,2.48,2.80
N00000161,342,10,3,8,21,6,9,12,20,7,39,104,44,32,26,1,0,44.98,50,2.92,0.88,2.34,6.14,1.75,2.63,3.51,5.85,2.05,11.40,30.41,12.87,9.36,7.60,0.29,0
N00000162,242,9,4,2,8,0,3,6,15,16,50,68,13,28,18,1,1,44.71,48,3.72,1.65,0.83,3.31,0,1.24,2.48,6.20,6.61,20.66,28.10,5.37,11.57,7.44,0.41,0.41
N00000163,311,13,9,3,15,3,11,5,15,22,61,62,28,36,22,5,1,43.32,44,4.18,2.89,0.96,4.82,0.96,3.54,1.61,4.82,7.07,19.61,19.94,9.00,11.58,7.07,1.61,0.32
N00000164,288,8,9,7,21,1,2,1,16,10,43,62,18,42,34,10,4,48.14,50,2.78,3.13,2.43,7.29,0.35,0.69,0.35,5.56,3.47,14.93,21.53,6.25,14.58,11.81,3.47,1.39
N00000165,325,20,8,6,19,5,9,2,15,14,62,65,26,41,24,3,6,43.77,46,6.15,2.46,1.85,5.85,1.54,2.77,0.62,4.62,4.31,19.08,20.00,8.00,12.62,7.38,0.92,1.85
N00000166,273,13,7,2,5,3,4,5,9,16,35,67,34,47,22,1,3,47.91,52,4.76,2.56,0.73,1.83,1.10,1.47,1.83,3.30,5.86,12.82,24.54,12.45,17.22,8.06,0.37,1.10
N00000167,379,19,4,6,30,5,10,9,18,15,67,78,32,47,32,5,2,43.92,45,5.01,1.06,1.58,7.92,1.32,2.64,2.37,4.75,3.96,17.68,20.58,8.44,12.40,8.44,1.32,0.53
N00000168,345,14,11,4,22,5,1,9,18,12,61,64,40,51,29,4,0,45.23,48,4.06,3.19,1.16,6.38,1.45,0.29,2.61,5.22,3.48,17.68,18.55,11.59,14.78,8.41,1.16,0
N00000169,704,26,19,12,44,8,19,17,37,31,104,187,49,102,38,9,2,43.78,47,3.69,2.70,1.70,6.25,1.14,2.70,2.41,5.26,4.40,14.77,26.56,6.96,14.49,5.40,1.28,0.28
N00000170,370,20,16,12,32,8,5,8,14,34,75,74,19,33,16,2,2,37.50,38,5.41,4.32,3.24,8.65,2.16,1.35,2.16,3.78,9.19,20.27,20.00,5.14,8.92,4.32,0.54,0.54
N00000171,416,15,13,10,38,8,7,15,19,20,72,117,28,35,16,3,0,39.90,43,3.61,3.13,2.40,9.13,1.92,1.68,3.61,4.57,4.81,17.31,28.13,6.73,8.41,3.85,0.72,0
N00000172,772,38,27,12,48,10,13,17,37,51,135,177,53,112,31,5,6,41.98,44,4.92,3.50,1.55,6.22,1.30,1.68,2.20,4.79,6.61,17.49,22.93,6.87,14.51,4.02,0.65,0.78
N00000173,373,17,16,4,20,3,8,3,24,17,65,72,47,50,22,4,1,43.68,46,4.56,4.29,1.07,5.36,0.80,2.14,0.80,6.43,4.56,17.43,19.30,12.60,13.40,5.90,1.07,0.27
N00000174,393,32,16,13,26,0,14,11,20,32,78,77,31,15,23,4,1,36.68,35,8.14,4.07,3.31,6.62,0,3.56,2.80,5.09,8.14,19.85,19.59,7.89,3.82,5.85,1.02,0.25
N00000175,373,28,17,12,20,2,6,8,24,24,94,67,23,33,12,3,0,37.09,38,7.51,4.56,3.22,5.36,0.54,1.61,2.14,6.43,6.43,25.20,17.96,6.17,8.85,3.22,0.80,0
N00000176,474,24,15,8,22,8,13,9,49,34,75,97,50,41,21,4,4,40.27,42,5.06,3.16,1.69,4.64,1.69,2.74,1.90,10.34,7.17,15.82,20.46,10.55,8.65,4.43,0.84,0.84
N00000177,323,25,2,4,12,4,7,5,30,27,59,68,16,35,23,4,2,41.19,41,7.74,0.62,1.24,3.72,1.24,2.17,1.55,9.29,8.36,18.27,21.05,4.95,10.84,7.12,1.24,0.62
N00000178,667,31,18,8,33,5,19,19,48,44,108,123,39,75,77,13,7,44.07,45,4.65,2.70,1.20,4.95,0.75,2.85,2.85,7.20,6.60,16.19,18.44,5.85,11.24,11.54,1.95,1.05
N00000179,852,50,18,4,24,7,16,18,70,78,193,132,45,80,85,25,7,43.10,40,5.87,2.11,0.47,2.82,0.82,1.88,2.11,8.22,9.15,22.65,15.49,5.28,9.39,9.98,2.93,0.82
N00000180,280,18,12,3,18,1,8,5,21,14,67,48,13,27,17,7,1,39.90,39,6.43,4.29,1.07,6.43,0.36,2.86,1.79,7.50,5.00,23.93,17.14,4.64,9.64,6.07,2.50,0.36
N00000181,274,3,0,0,8,1,4,6,27,40,56,54,16,35,17,6,1,44.71,43,1.09,0,0,2.92,0.36,1.46,2.19,9.85,14.60,20.44,19.71,5.84,12.77,6.20,2.19,0.36
N00000182,228,23,5,1,8,0,4,1,14,18,55,24,12,25,34,3,1,42.54,38,10.09,2.19,0.44,3.51,0,1.75,0.44,6.14,7.89,24.12,10.53,5.26,10.96,14.91,1.32,0.44
N00000183,293,20,7,8,16,4,6,7,21,33,45,75,21,23,6,1,0,37.21,36,6.83,2.39,2.73,5.46,1.37,2.05,2.39,7.17,11.26,15.36,25.60,7.17,7.85,2.05,0.34,0
N00000184,372,14,11,7,7,3,6,5,30,30,66,54,16,34,38,25,26,48.68,47,3.76,2.96,1.88,1.88,0.81,1.61,1.34,8.06,8.06,17.74,14.52,4.30,9.14,10.22,6.72,6.99
N00000185,211,4,1,1,3,1,4,4,13,10,17,44,24,35,34,10,6,55.73,60,1.90,0.47,0.47,1.42,0.47,1.90,1.90,6.16,4.74,8.06,20.85,11.37,16.59,16.11,4.74,2.84
N00000186,299,19,19,12,21,4,9,5,17,30,58,52,8,17,20,8,0,36.00,34,6.35,6.35,4.01,7.02,1.34,3.01,1.67,5.69,10.03,19.40,17.39,2.68,5.69,6.69,2.68,0
N00000187,255,19,6,3,19,2,4,6,12,15,54,46,18,23,19,6,3,41.46,41,7.45,2.35,1.18,7.45,0.78,1.57,2.35,4.71,5.88,21.18,18.04,7.06,9.02,7.45,2.35,1.18
N00000188,347,26,12,12,20,9,12,12,19,34,71,53,13,35,18,0,1,35.81,34,7.49,3.46,3.46,5.76,2.59,3.46,3.46,5.48,9.80,20.46,15.27,3.75,10.09,5.19,0,0.29
N00000189,341,15,15,15,28,4,10,10,17,16,75,76,15,29,11,3,2,37.96,40,4.40,4.40,4.40,8.21,1.17,2.93,2.93,4.99,4.69,21.99,22.29,4.40,8.50,3.23,0.88,0.59
N00000190,304,6,8,10,19,5,7,5,14,18,54,67,34,46,11,0,0,43.33,46,1.97,2.63,3.29,6.25,1.64,2.30,1.64,4.61,5.92,17.76,22.04,11.18,15.13,3.62,0,0
N00000191,303,14,4,4,11,3,7,10,16,17,48,70,33,43,23,0,0,45.08,49,4.62,1.32,1.32,3.63,0.99,2.31,3.30,5.28,5.61,15.84,23.10,10.89,14.19,7.59,0,0
N00000192,302,21,8,5,11,3,11,5,25,24,70,55,28,26,7,1,2,38.22,37,6.95,2.65,1.66,3.64,0.99,3.64,1.66,8.28,7.95,23.18,18.21,9.27,8.61,2.32,0.33,0.66
N00000193,291,26,12,8,24,8,8,12,28,18,58,45,13,14,10,4,3,33.47,30,8.93,4.12,2.75,8.25,2.75,2.75,4.12,9.62,6.19,19.93,15.46,4.47,4.81,3.44,1.37,1.03
N00000194,255,18,10,5,13,0,3,2,13,14,51,44,24,32,20,4,2,43.91,44,7.06,3.92,1.96,5.10,0,1.18,0.78,5.10,5.49,20.00,17.25,9.41,12.55,7.84,1.57,0.78
N00000195,246,13,6,2,10,4,1,4,15,10,39,45,17,29,41,4,6,48.61,54,5.28,2.44,0.81,4.07,1.63,0.41,1.63,6.10,4.07,15.85,18.29,6.91,11.79,16.67,1.63,2.44
N00000196,237,10,5,4,18,2,6,5,10,11,32,51,18,36,22,6,1,45.59,49,4.22,2.11,1.69,7.59,0.84,2.53,2.11,4.22,4.64,13.50,21.52,7.59,15.19,9.28,2.53,0.42
N00000197,326,25,11,9,23,4,4,14,14,22,79,73,21,20,6,1,0,35.76,37,7.67,3.37,2.76,7.06,1.23,1.23,4.29,4.29,6.75,24.23,22.39,6.44,6.13,1.84,0.31,0
N00000198,287,23,8,5,14,3,4,5,24,15,63,69,18,30,5,1,0,37.92,38,8.01,2.79,1.74,4.88,1.05,1.39,1.74,8.36,5.23,21.95,24.04,6.27,10.45,1.74,0.35,0
N00000199,350,17,13,10,30,5,5,9,13,21,88,71,30,28,10,0,0,37.89,40,4.86,3.71,2.86,8.57,1.43,1.43,2.57,3.71,6.00,25.14,20.29,8.57,8.00,2.86,0,0
N00000200,331,31,14,9,19,4,6,5,12,27,78,70,31,17,3,5,0,36.03,36,9.37,4.23,2.72,5.74,1.21,1.81,1.51,3.63,8.16,23.56,21.15,9.37,5.14,0.91,1.51,0
N00000201,294,20,6,3,7,2,2,6,9,19,49,57,32,54,21,6,1,47.33,53,6.80,2.04,1.02,2.38,0.68,0.68,2.04,3.06,6.46,16.67,19.39,10.88,18.37,7.14,2.04,0.34
N00000202,304,12,8,4,14,2,9,4,15,9,36,84,38,55,13,0,1,46.74,53,3.95,2.63,1.32,4.61,0.66,2.96,1.32,4.93,2.96,11.84,27.63,12.50,18.09,4.28,0,0.33
N00000203,334,11,10,3,24,5,8,3,15,18,53,73,26,47,29,4,5,45.50,49,3.29,2.99,0.90,7.19,1.50,2.40,0.90,4.49,5.39,15.87,21.86,7.78,14.07,8.68,1.20,1.50
N00000204,393,24,13,9,14,5,10,6,19,26,76,78,26,39,27,10,11,43.33,44,6.11,3.31,2.29,3.56,1.27,2.54,1.53,4.83,6.62,19.34,19.85,6.62,9.92,6.87,2.54,2.80
N00000205,303,17,11,10,20,3,6,8,24,10,62,70,24,21,11,4,2,38.97,41,5.61,3.63,3.30,6.60,0.99,1.98,2.64,7.92,3.30,20.46,23.10,7.92,6.93,3.63,1.32,0.66
N00000206,390,20,9,5,10,1,3,3,23,42,90,80,34,40,27,3,0,42.77,43,5.13,2.31,1.28,2.56,0.26,0.77,0.77,5.90,10.77,23.08,20.51,8.72,10.26,6.92,0.77,0
N00000207,253,11,4,2,10,1,6,6,21,17,56,66,24,19,5,4,1,41.42,43,4.35,1.58,0.79,3.95,0.40,2.37,2.37,8.30,6.72,22.13,26.09,9.49,7.51,1.98,1.58,0.40
N00000208,316,17,7,7,9,3,12,6,18,18,49,85,32,32,15,5,1,42.94,46,5.38,2.22,2.22,2.85,0.95,3.80,1.90,5.70,5.70,15.51,26.90,10.13,10.13,4.75,1.58,0.32
N00000209,356,16,9,3,24,11,13,13,32,16,49,116,27,19,7,1,0,38.66,43,4.49,2.53,0.84,6.74,3.09,3.65,3.65,8.99,4.49,13.76,32.58,7.58,5.34,1.97,0.28,0
N00000210,383,18,8,6,12,2,6,4,29,20,65,80,29,58,29,12,5,46.62,49,4.70,2.09,1.57,3.13,0.52,1.57,1.04,7.57,5.22,16.97,20.89,7.57,15.14,7.57,3.13,1.31
N00000211,528,27,11,7,20,3,7,6,19,16,89,90,51,91,62,21,8,50.19,54,5.11,2.08,1.33,3.79,0.57,1.33,1.14,3.60,3.03,16.86,17.05,9.66,17.23,11.74,3.98,1.52
N00000212,175,4,6,3,11,1,5,5,8,15,36,30,15,18,11,3,4,43.13,43,2.29,3.43,1.71,6.29,0.57,2.86,2.86,4.57,8.57,20.57,17.14,8.57,10.29,6.29,1.71,2.29
N00000213,281,10,5,3,9,2,4,5,13,22,53,59,30,36,22,4,4,46.58,50,3.56,1.78,1.07,3.20,0.71,1.42,1.78,4.63,7.83,18.86,21.00,10.68,12.81,7.83,1.42,1.42
N00000214,323,20,16,6,16,2,5,2,18,18,63,64,26,37,18,5,7,42.80,44,6.19,4.95,1.86,4.95,0.62,1.55,0.62,5.57,5.57,19.50,19.81,8.05,11.46,5.57,1.55,2.17
N00000215,400,16,14,9,19,6,10,13,26,15,58,95,37,56,16,6,4,43.22,47,4.00,3.50,2.25,4.75,1.50,2.50,3.25,6.50,3.75,14.50,23.75,9.25,14.00,4.00,1.50,1.00
N00000216,397,18,7,8,21,9,11,6,20,26,78,100,28,43,19,2,1,41.67,44,4.53,1.76,2.02,5.29,2.27,2.77,1.51,5.04,6.55,19.65,25.19,7.05,10.83,4.79,0.50,0.25
N00000217,479,17,9,5,37,7,13,16,20,13,51,120,50,67,38,9,7,46.71,51,3.55,1.88,1.04,7.72,1.46,2.71,3.34,4.18,2.71,10.65,25.05,10.44,13.99,7.93,1.88,1.46
N00000218,361,13,16,9,25,6,9,5,10,8,46,76,30,62,35,7,4,46.76,51,3.60,4.43,2.49,6.93,1.66,2.49,1.39,2.77,2.22,12.74,21.05,8.31,17.17,9.70,1.94,1.11
N00000219,245,14,15,8,8,1,6,7,18,18,39,54,18,23,16,0,0,39.24,41,5.71,6.12,3.27,3.27,0.41,2.45,2.86,7.35,7.35,15.92,22.04,7.35,9.39,6.53,0,0
N00000220,284,26,9,9,19,7,10,10,22,25,59,53,14,16,4,0,1,32.76,30,9.15,3.17,3.17,6.69,2.46,3.52,3.52,7.75,8.80,20.77,18.66,4.93,5.63,1.41,0,0.35
N00000221,262,16,13,3,22,4,5,5,13,22,43,70,15,21,9,1,0,37.90,41,6.11,4.96,1.15,8.40,1.53,1.91,1.91,4.96,8.40,16.41,26.72,5.73,8.02,3.44,0.38,0
N00000222,298,18,8,9,20,2,6,3,9,11,66,51,14,42,28,10,1,44.41,44,6.04,2.68,3.02,6.71,0.67,2.01,1.01,3.02,3.69,22.15,17.11,4.70,14.09,9.40,3.36,0.34
N00000223,319,13,6,4,24,8,17,4,18,7,51,80,16,42,21,7,1,43.03,45,4.08,1.88,1.25,7.52,2.51,5.33,1.25,5.64,2.19,15.99,25.08,5.02,13.17,6.58,2.19,0.31
N00000224,243,18,6,2,11,0,8,6,17,5,52,45,19,36,13,4,1,42.86,43,7.41,2.47,0.82,4.53,0,3.29,2.47,7.00,2.06,21.40,18.52,7.82,14.81,5.35,1.65,0.41
N00000225,147,0,2,2,4,1,3,2,4,1,12,22,14,37,25,11,7,60.98,66,0,1.36,1.36,2.72,0.68,2.04,1.36,2.72,0.68,8.16,14.97,9.52,25.17,17.01,7.48,4.76
N00000226,261,7,5,3,12,2,6,12,19,6,32,56,23,43,24,8,3,47.85,52,2.68,1.92,1.15,4.60,0.77,2.30,4.60,7.28,2.30,12.26,21.46,8.81,16.48,9.20,3.07,1.15
N00000227,195,9,4,1,7,0,3,3,4,8,33,42,25,31,17,3,5,49.99,55,4.62,2.05,0.51,3.59,0,1.54,1.54,2.05,4.10,16.92,21.54,12.82,15.90,8.72,1.54,2.56
N00000228,306,15,5,4,17,1,4,8,16,13,48,60,25,54,27,8,1,46.94,50,4.90,1.63,1.31,5.56,0.33,1.31,2.61,5.23,4.25,15.69,19.61,8.17,17.65,8.82,2.61,0.33
N00000229,395,20,4,5,17,5,17,10,20,10,65,82,25,43,43,15,14,47.58,48,5.06,1.01,1.27,4.30,1.27,4.30,2.53,5.06,2.53,16.46,20.76,6.33,10.89,10.89,3.80,3.54
N00000230,293,18,16,12,26,1,9,5,25,14,55,54,18,31,7,2,0,35.72,35,6.14,5.46,4.10,8.87,0.34,3.07,1.71,8.53,4.78,18.77,18.43,6.14,10.58,2.39,0.68,0
N00000231,324,45,30,5,21,9,11,8,26,34,54,38,12,22,8,1,0,28.94,26,13.89,9.26,1.54,6.48,2.78,3.40,2.47,8.02,10.49,16.67,11.73,3.70,6.79,2.47,0.31,0
N00000232,309,21,4,9,20,4,13,8,18,27,69,49,11,41,10,4,1,37.97,35,6.80,1.29,2.91,6.47,1.29,4.21,2.59,5.83,8.74,22.33,15.86,3.56,13.27,3.24,1.29,0.32
N00000233,258,15,5,7,7,1,5,3,23,17,61,51,13,26,20,3,1,41.50,40,5.81,1.94,2.71,2.71,0.39,1.94,1.16,8.91,6.59,23.64,19.77,5.04,10.08,7.75,1.16,0.39
N00000234,256,14,7,8,17,3,2,5,17,20,63,32,17,36,14,0,1,39.77,37,5.47,2.73,3.13,6.64,1.17,0.78,1.95,6.64,7.81,24.61,12.50,6.64,14.06,5.47,0,0.39
N00000235,323,24,12,4,22,4,6,9,28,18,39,54,30,56,15,2,0,40.68,43,7.43,3.72,1.24,6.81,1.24,1.86,2.79,8.67,5.57,12.07,16.72,9.29,17.34,4.64,0.62,0
N00000236,291,30,12,5,26,5,11,11,16,16,59,61,16,14,6,1,2,33.37,32,10.31,4.12,1.72,8.93,1.72,3.78,3.78,5.50,5.50,20.27,20.96,5.50,4.81,2.06,0.34,0.69
N00000237,416,24,16,10,37,5,16,10,15,10,87,96,23,44,21,2,0,39.53,43,5.77,3.85,2.40,8.89,1.20,3.85,2.40,3.61,2.40,20.91,23.08,5.53,10.58,5.05,0.48,0
N00000238,306,14,10,1,11,2,8,5,12,12,41,74,37,48,26,4,1,47.87,53,4.58,3.27,0.33,3.59,0.65,2.61,1.63,3.92,3.92,13.40,24.18,12.09,15.69,8.50,1.31,0.33
N00000239,254,18,6,8,21,1,7,5,16,17,52,49,17,23,8,4,2,38.15,37,7.09,2.36,3.15,8.27,0.39,2.76,1.97,6.30,6.69,20.47,19.29,6.69,9.06,3.15,1.57,0.79
N00000240,354,29,22,18,37,6,17,11,25,24,86,59,10,8,1,1,0,28.51,26,8.19,6.21,5.08,10.45,1.69,4.80,3.11,7.06,6.78,24.29,16.67,2.82,2.26,0.28,0.28,0
N00000241,424,21,19,8,39,8,24,15,22,6,70,130,24,25,12,1,0,37.29,42,4.95,4.48,1.89,9.20,1.89,5.66,3.54,5.19,1.42,16.51,30.66,5.66,5.90,2.83,0.24,0
N00000242,360,15,17,9,32,8,17,10,18,10,77,84,25,32,4,1,1,37.28,41,4.17,4.72,2.50,8.89,2.22,4.72,2.78,5.00,2.78,21.39,23.33,6.94,8.89,1.11,0.28,0.28
N00000243,265,10,11,6,15,5,8,6,12,14,47,62,13,35,16,3,2,42.10,44,3.77,4.15,2.26,5.66,1.89,3.02,2.26,4.53,5.28,17.74,23.40,4.91,13.21,6.04,1.13,0.75
N00000244,275,23,14,3,18,3,8,7,19,13,56,51,18,28,12,2,0,37.64,38,8.36,5.09,1.09,6.55,1.09,2.91,2.55,6.91,4.73,20.36,18.55,6.55,10.18,4.36,0.73,0
N00000245,314,19,11,4,15,3,5,6,14,25,57,64,24,48,17,2,0,42.33,44,6.05,3.50,1.27,4.78,0.96,1.59,1.91,4.46,7.96,18.15,20.38,7.64,15.29,5.41,0.64,0
N00000246,309,26,11,9,14,5,9,7,13,18,60,57,23,39,15,3,0,39.62,39,8.41,3.56,2.91,4.53,1.62,2.91,2.27,4.21,5.83,19.42,18.45,7.44,12.62,4.85,0.97,0
N00000247,309,14,12,7,15,2,5,7,18,13,44,85,14,55,14,3,1,43.99,48,4.53,3.88,2.27,4.85,0.65,1.62,2.27,5.83,4.21,14.24,27.51,4.53,17.80,4.53,0.97,0.32
N00000248,337,14,9,10,23,3,8,9,17,11,59,83,42,37,9,3,0,42.08,46,4.15,2.67,2.97,6.82,0.89,2.37,2.67,5.04,3.26,17.51,24.63,12.46,10.98,2.67,0.89,0
N00000249,386,34,26,8,26,6,8,11,24,30,95,80,12,20,5,1,0,32.84,34,8.81,6.74,2.07,6.74,1.55,2.07,2.85,6.22,7.77,24.61,20.73,3.11,5.18,1.30,0.26,0
N00000250,401,35,8,7,21,7,11,11,15,20,111,90,19,21,20,3,2,37.83,37,8.73,2.00,1.75,5.24,1.75,2.74,2.74,3.74,4.99,27.68,22.44,4.74,5.24,4.99,0.75,0.50
