GeographyCode,QS605NI0001,QS605NI0002,QS605NI0003,QS605NI0004,QS605NI0005,QS605NI0006,QS605NI0007,QS605NI0008,QS605NI0009,QS605NI0010,QS605NI0011,QS605NI0012,QS605NI0013,QS605NI0014,QS605NI0015,QS605NI0016,QS605NI0017,QS605NI0018,QS605NI0019,QS605NI0020,QS605NI0021,QS605NI0022,QS605NI0023,QS605NI0024,QS605NI0025,QS605NI0026,QS605NI0027,QS605NI0028,QS605NI0029,QS605NI0030,QS605NI0031,QS605NI0032,QS605NI0033,QS605NI0034,QS605NI0035
N00001014,126,1,1,0,25,4,4,9,8,15,2,0,0,6,7,11,10,1,3,0,1,1,1,3,3,0,45,40,5,0,0,0,23,0,23
N00001015,195,3,2,1,23,9,5,3,6,15,2,1,0,7,5,22,20,2,14,0,5,1,8,9,6,3,61,54,7,0,0,0,48,0,48
N00001016,176,4,2,2,49,13,15,9,12,12,3,1,0,5,3,22,19,3,9,0,5,0,4,12,8,4,40,35,5,3,3,0,25,0,25
N00001017,177,7,6,1,26,5,4,5,12,12,3,1,0,4,4,15,14,1,12,0,1,2,9,14,11,3,63,59,4,2,1,1,26,0,26
N00001018,180,9,4,5,61,11,10,22,18,21,4,1,0,10,6,17,13,4,6,0,0,1,5,9,7,2,33,31,2,1,1,0,23,1,22
N00001019,107,2,0,2,9,5,1,1,2,9,2,0,0,3,4,6,6,0,6,0,2,0,4,5,3,2,48,43,5,0,0,0,22,1,21
N00001020,82,3,3,0,12,3,0,8,1,8,0,1,0,4,3,6,5,1,8,1,4,1,2,7,5,2,21,18,3,0,0,0,17,0,17
N00001021,142,5,3,2,12,6,1,2,3,8,2,1,0,3,2,10,10,0,4,0,0,0,4,10,7,3,61,54,7,1,0,1,31,1,30
N00001022,306,15,6,9,59,25,13,10,11,15,5,1,1,5,3,46,38,8,13,1,1,1,10,13,12,1,71,64,7,11,6,5,63,2,61
N00001023,142,6,3,3,28,9,2,3,14,10,3,0,0,3,4,15,14,1,5,0,0,2,3,6,6,0,48,43,5,4,2,2,20,0,20
N00001024,227,12,7,5,35,11,5,4,15,29,7,2,0,7,13,32,27,5,7,0,1,2,4,16,11,5,56,44,12,2,1,1,38,1,37
N00001025,151,2,0,2,15,5,5,2,3,13,1,1,0,3,8,12,10,2,7,0,0,2,5,4,0,4,57,55,2,4,2,2,37,0,37
N00001026,134,4,2,2,23,10,0,6,7,15,2,2,0,5,6,13,9,4,10,1,2,2,5,10,7,3,36,32,4,3,1,2,20,1,19
N00001027,230,10,8,2,40,21,7,4,8,23,2,2,1,3,15,35,33,2,19,0,7,4,8,17,9,8,38,25,13,8,4,4,40,3,37
N00001028,77,7,6,1,7,3,1,0,3,6,2,3,0,0,1,9,6,3,3,0,0,1,2,11,8,3,10,6,4,4,0,4,20,0,20
N00001029,203,10,5,5,21,7,6,4,4,22,9,5,0,3,5,33,26,7,19,2,5,4,8,16,8,8,42,35,7,8,1,7,32,1,31
N00001030,176,9,6,3,22,9,4,4,5,15,2,2,0,1,10,28,24,4,12,1,5,2,4,13,7,6,38,30,8,5,1,4,34,1,33
N00001031,171,7,6,1,37,13,7,8,9,22,5,4,0,4,9,19,17,2,17,0,8,1,8,13,10,3,25,21,4,4,1,3,27,2,25
N00001032,69,3,3,0,8,4,0,2,2,5,1,1,1,1,1,12,12,0,5,0,2,0,3,8,7,1,10,9,1,5,1,4,13,1,12
N00001033,53,1,1,0,4,2,0,1,1,0,0,0,0,0,0,3,2,1,3,0,2,1,0,12,5,7,7,4,3,13,8,5,10,2,8
N00001034,170,16,11,5,31,7,11,7,6,16,4,3,0,3,6,33,27,6,15,1,9,2,3,8,6,2,21,18,3,12,5,7,18,1,17
N00001035,86,3,2,1,4,0,1,2,1,4,1,0,0,0,3,7,6,1,7,0,3,1,3,9,7,2,9,9,0,8,4,4,35,3,32
N00001036,151,10,5,5,23,5,10,4,4,15,2,4,0,2,7,18,14,4,12,1,3,5,3,15,12,3,18,12,6,14,2,12,26,4,22
N00001037,158,14,9,5,77,14,19,20,24,19,1,0,0,4,14,17,15,2,5,0,2,3,0,6,3,3,6,6,0,6,5,1,8,1,7
N00001038,370,34,23,11,121,18,16,51,36,45,3,12,0,13,17,59,52,7,25,0,9,13,3,24,18,6,27,22,5,15,6,9,20,2,18
N00001039,172,20,14,6,66,6,23,17,20,19,0,7,0,6,6,21,15,6,5,0,3,2,0,9,4,5,18,16,2,4,2,2,10,1,9
N00001040,102,0,0,0,6,0,1,3,2,8,0,2,0,0,6,16,14,2,13,2,3,3,5,13,10,3,14,12,2,8,1,7,24,2,22
N00001041,66,3,2,1,5,0,0,3,2,2,1,0,0,1,0,7,6,1,10,0,7,3,0,7,4,3,10,10,0,8,3,5,14,2,12
N00001042,287,32,22,10,79,12,26,24,17,28,1,4,3,3,17,45,39,6,16,0,6,3,7,12,9,3,35,28,7,9,6,3,31,0,31
N00001043,60,0,0,0,4,1,0,0,3,4,0,0,0,2,2,7,4,3,4,0,1,2,1,5,3,2,9,8,1,6,1,5,21,1,20
N00001044,143,8,6,2,15,1,3,5,6,12,2,2,0,3,5,28,22,6,13,0,7,4,2,21,15,6,15,13,2,10,0,10,21,2,19
N00001045,136,10,7,3,26,9,4,6,7,13,2,2,2,3,4,25,22,3,12,0,4,4,4,12,11,1,11,10,1,10,5,5,17,0,17
N00001046,146,11,7,4,42,10,11,10,11,18,2,2,1,3,10,26,20,6,17,1,9,5,2,5,3,2,17,13,4,1,0,1,9,1,8
N00001047,153,13,10,3,40,11,7,12,10,11,0,0,0,3,8,28,23,5,18,0,8,6,4,17,13,4,13,11,2,6,1,5,7,0,7
N00001048,159,15,9,6,41,6,10,15,10,17,6,1,0,1,9,33,23,10,11,1,3,2,5,12,10,2,13,12,1,3,0,3,14,2,12
N00001049,163,6,3,3,29,5,7,8,9,20,3,1,2,3,11,24,17,7,18,0,7,7,4,11,9,2,19,16,3,12,9,3,24,2,22
N00001050,162,11,9,2,42,5,8,11,18,14,1,1,1,3,8,30,24,6,15,0,9,3,3,20,18,2,14,14,0,8,3,5,8,0,8
N00001051,191,20,8,12,74,9,21,26,18,18,2,2,0,3,11,30,23,7,13,0,10,2,1,13,10,3,17,14,3,2,1,1,4,2,2
N00001052,83,6,5,1,12,2,4,4,2,7,2,0,0,2,3,11,8,3,12,1,3,6,2,7,5,2,9,8,1,4,2,2,15,0,15
N00001053,160,21,13,8,62,7,28,13,14,15,1,2,0,5,7,28,21,7,4,0,1,3,0,7,5,2,13,11,2,5,2,3,5,0,5
N00001054,174,16,11,5,73,8,15,27,23,15,4,2,0,4,5,25,21,4,7,0,2,5,0,9,6,3,15,13,2,5,3,2,9,0,9
N00001055,165,22,15,7,55,8,10,20,17,12,0,1,0,2,9,29,22,7,6,0,0,5,1,11,7,4,18,13,5,5,2,3,7,1,6
N00001056,192,18,10,8,23,1,12,5,5,18,1,2,3,5,7,33,26,7,18,2,6,5,5,19,14,5,20,17,3,12,5,7,31,4,27
N00001057,172,11,7,4,28,5,8,4,11,27,3,2,0,8,14,27,25,2,23,1,12,3,7,12,7,5,20,16,4,9,2,7,15,1,14
N00001058,170,31,20,11,66,11,19,20,16,17,1,1,1,5,9,19,15,4,6,0,4,2,0,8,4,4,13,11,2,3,2,1,7,0,7
N00001059,154,12,10,2,30,9,3,12,6,19,3,5,2,4,5,28,25,3,8,0,4,1,3,14,11,3,20,15,5,9,3,6,14,0,14
N00001060,124,7,5,2,28,5,9,5,9,9,0,4,0,1,4,25,18,7,11,1,5,2,3,11,10,1,13,13,0,12,2,10,8,2,6
N00001061,119,19,16,3,39,9,10,6,14,16,1,0,0,2,13,21,18,3,9,0,3,5,1,6,3,3,4,4,0,3,0,3,2,0,2
N00001062,138,15,13,2,50,5,16,13,16,19,1,1,0,2,15,21,18,3,6,0,3,1,2,10,7,3,4,1,3,6,1,5,7,0,7
N00001063,139,26,18,8,44,8,13,8,15,14,1,1,0,1,11,24,18,6,7,1,1,4,1,8,6,2,9,9,0,4,2,2,3,0,3
N00001064,293,42,34,8,127,19,37,25,46,32,3,0,1,8,20,47,39,8,13,2,4,5,2,9,7,2,13,12,1,3,1,2,7,1,6
N00001065,162,24,17,7,62,6,14,17,25,24,0,3,0,5,16,18,13,5,9,0,4,3,2,11,9,2,7,7,0,2,2,0,5,0,5
N00001066,147,11,8,3,38,6,7,5,20,18,1,1,1,3,12,36,29,7,8,1,4,1,2,4,3,1,14,11,3,7,2,5,11,0,11
N00001067,137,20,15,5,37,6,6,15,10,16,1,4,1,4,6,30,24,6,3,1,0,2,0,8,7,1,11,10,1,5,2,3,7,1,6
N00001068,170,17,8,9,64,15,19,15,15,21,2,1,1,10,7,33,26,7,6,1,2,1,2,9,7,2,10,7,3,2,1,1,8,1,7
N00001069,181,14,8,6,55,7,16,15,17,20,3,2,0,6,9,38,32,6,12,0,4,7,1,14,11,3,11,7,4,6,2,4,11,1,10
N00001070,269,22,10,12,97,12,28,28,29,30,2,2,0,9,17,52,45,7,19,0,9,4,6,12,10,2,20,19,1,6,2,4,11,2,9
N00001071,172,17,9,8,50,12,7,10,21,22,6,2,0,2,12,32,28,4,9,0,2,4,3,13,9,4,12,9,3,3,0,3,14,2,12
N00001072,129,9,5,4,37,10,5,11,11,13,2,0,2,2,7,24,17,7,9,1,7,0,1,11,9,2,14,12,2,6,3,3,6,0,6
N00001073,115,8,3,5,13,3,6,2,2,11,1,2,0,3,5,10,7,3,14,1,3,6,4,16,10,6,17,15,2,3,1,2,23,1,22
N00001074,95,16,13,3,32,7,8,9,8,13,1,0,0,1,11,11,9,2,1,0,1,0,0,4,3,1,9,7,2,2,1,1,7,0,7
N00001075,140,5,4,1,32,8,10,7,7,6,0,0,0,0,6,28,23,5,11,1,3,6,1,10,6,4,16,13,3,10,4,6,22,3,19
N00001076,103,4,3,1,19,3,4,6,6,7,0,4,0,0,3,20,16,4,14,1,4,5,4,8,5,3,7,7,0,2,1,1,22,4,18
N00001077,91,5,4,1,9,1,7,1,0,6,0,0,0,3,3,12,9,3,11,1,7,0,3,12,9,3,10,6,4,9,3,6,17,3,14
N00001078,154,6,5,1,57,11,15,15,16,21,2,2,0,5,12,32,27,5,10,1,5,1,3,7,3,4,6,4,2,9,3,6,6,0,6
N00001079,321,15,13,2,60,11,16,20,13,27,6,3,0,4,14,48,44,4,25,0,8,1,16,47,42,5,38,28,10,24,5,19,37,1,36
N00001080,146,4,1,3,30,6,8,9,7,19,6,4,0,2,7,24,20,4,14,1,5,4,4,22,13,9,13,6,7,11,3,8,9,0,9
N00001081,171,12,9,3,32,12,8,5,7,15,2,5,0,1,7,21,17,4,14,0,4,5,5,17,15,2,27,19,8,15,5,10,18,0,18
N00001082,206,12,5,7,42,4,14,14,10,25,5,5,1,6,8,22,20,2,15,0,2,7,6,19,14,5,39,37,2,13,7,6,19,1,18
N00001083,196,19,12,7,66,11,18,20,17,22,3,5,2,3,9,27,22,5,16,1,9,2,4,16,12,4,13,9,4,2,0,2,15,0,15
N00001084,171,18,14,4,37,9,5,10,13,16,1,2,0,3,10,30,21,9,23,0,9,9,5,12,7,5,16,11,5,3,1,2,16,1,15
N00001085,493,32,20,12,112,30,19,28,35,60,6,12,1,16,25,92,79,13,37,0,8,12,17,46,31,15,45,39,6,19,7,12,50,2,48
N00001086,184,17,12,5,40,7,7,11,15,20,0,2,0,4,14,42,33,9,17,0,8,6,3,14,12,2,9,6,3,14,7,7,11,0,11
N00001087,154,13,10,3,36,4,11,8,13,15,4,0,0,2,9,29,24,5,9,1,1,3,4,15,10,5,19,14,5,5,0,5,13,2,11
N00001088,159,22,19,3,35,4,10,8,13,21,2,3,0,5,11,30,23,7,11,0,6,3,2,13,11,2,12,12,0,4,0,4,11,0,11
N00001089,119,4,4,0,16,5,2,3,6,15,0,2,0,0,13,15,13,2,12,0,3,6,3,15,10,5,16,13,3,9,6,3,17,1,16
N00001090,84,5,3,2,2,1,0,0,1,6,1,2,0,0,3,17,15,2,10,0,3,3,4,8,6,2,7,6,1,12,3,9,17,2,15
N00001091,172,16,11,5,43,3,9,19,12,11,0,3,0,2,6,24,19,5,19,1,6,9,3,14,12,2,21,20,1,12,5,7,12,1,11
N00001092,153,11,7,4,18,5,6,2,5,12,1,1,0,3,7,28,22,6,18,1,6,7,4,19,15,4,22,22,0,9,1,8,16,0,16
N00001093,135,2,1,1,15,2,5,4,4,7,2,1,0,2,2,25,19,6,13,0,5,5,3,20,14,6,20,17,3,9,3,6,24,3,21
N00001094,73,5,3,2,3,1,2,0,0,3,0,1,0,0,2,14,11,3,8,0,2,3,3,12,9,3,9,7,2,6,2,4,13,0,13
N00001095,150,7,6,1,24,5,6,4,9,10,1,3,0,0,6,28,23,5,11,0,4,3,4,14,13,1,19,18,1,14,6,8,23,1,22
N00001096,200,22,14,8,33,10,6,8,9,17,1,3,2,2,9,31,24,7,21,1,8,9,3,17,13,4,26,23,3,14,2,12,19,1,18
N00001097,145,7,4,3,13,0,1,6,6,11,1,3,0,3,4,27,21,6,13,0,3,5,5,19,12,7,24,20,4,8,3,5,23,1,22
N00001098,117,9,5,4,21,4,5,6,6,9,2,2,0,2,3,19,13,6,14,0,6,4,4,6,2,4,18,15,3,13,4,9,8,0,8
N00001099,132,10,5,5,18,2,3,6,7,15,4,3,1,1,6,22,18,4,11,0,5,5,1,8,7,1,18,17,1,8,2,6,22,4,18
N00001100,132,9,7,2,20,6,2,4,8,6,0,1,0,1,4,36,27,9,15,2,5,8,0,8,6,2,16,13,3,13,2,11,9,1,8
N00001101,147,8,5,3,20,4,5,2,9,15,1,4,0,3,7,18,15,3,24,0,9,7,8,23,16,7,12,9,3,11,2,9,16,0,16
N00001102,157,6,4,2,8,3,0,2,3,13,6,0,2,2,3,23,19,4,5,0,3,1,1,24,16,8,24,22,2,17,9,8,37,1,36
N00001103,56,0,0,0,5,0,1,3,1,3,0,0,0,0,3,7,4,3,4,0,3,0,1,8,6,2,8,5,3,8,2,6,13,0,13
N00001104,107,7,2,5,18,5,2,2,9,4,1,1,0,0,2,19,15,4,13,0,7,5,1,10,9,1,9,6,3,11,5,6,16,3,13
N00001105,105,8,6,2,14,2,1,1,10,15,3,2,2,3,5,22,19,3,7,0,2,2,3,10,4,6,8,8,0,5,3,2,16,2,14
N00001106,78,4,4,0,10,1,3,1,5,9,1,3,0,1,4,6,5,1,6,0,2,3,1,10,9,1,7,5,2,7,2,5,19,0,19
N00001107,95,2,2,0,9,2,4,0,3,11,4,3,0,0,4,24,22,2,8,0,0,4,4,11,9,2,11,11,0,3,1,2,16,1,15
N00001108,75,6,4,2,6,2,3,0,1,4,0,0,0,1,3,15,12,3,4,0,1,2,1,10,7,3,7,5,2,9,6,3,14,1,13
N00001109,106,3,1,2,11,5,1,5,0,12,2,4,1,1,4,9,7,2,11,0,4,3,4,16,13,3,19,17,2,5,1,4,20,0,20
N00001110,104,2,2,0,7,0,1,2,4,7,3,1,0,1,2,14,10,4,9,0,5,2,2,13,12,1,22,13,9,9,2,7,21,1,20
N00001111,212,11,4,7,17,3,6,3,5,18,5,2,2,3,6,39,32,7,20,0,7,4,9,25,20,5,25,20,5,12,5,7,45,4,41
N00001112,84,3,2,1,7,1,2,2,2,3,1,0,0,1,1,22,18,4,6,1,1,4,0,10,8,2,11,10,1,7,5,2,15,1,14
N00001113,466,16,9,7,54,14,16,3,21,33,5,12,0,6,10,109,86,23,39,3,15,10,11,47,37,10,55,49,6,24,11,13,89,5,84
N00001114,130,7,3,4,26,9,12,2,3,5,0,1,1,0,3,15,15,0,15,0,5,5,5,9,6,3,15,13,2,8,6,2,30,0,30
N00001115,90,2,1,1,13,4,4,2,3,6,3,1,0,1,1,14,13,1,8,0,0,4,4,11,6,5,6,5,1,7,1,6,23,3,20
N00001116,171,9,2,7,26,4,7,5,10,7,1,1,1,0,4,36,29,7,18,1,4,8,5,15,10,5,27,24,3,4,1,3,29,1,28
N00001117,185,15,8,7,8,1,3,1,3,6,2,1,0,0,3,22,19,3,24,1,10,6,7,25,20,5,24,22,2,22,9,13,39,1,38
N00001118,72,2,1,1,6,0,2,0,4,5,2,0,1,2,0,6,5,1,7,1,0,4,2,14,11,3,6,6,0,8,3,5,18,2,16
N00001119,38,0,0,0,2,1,1,0,0,1,1,0,0,0,0,1,1,0,6,0,2,2,2,6,4,2,6,6,0,3,1,2,13,2,11
N00001120,54,1,1,0,2,0,0,0,2,2,1,1,0,0,0,7,3,4,6,0,2,3,1,6,4,2,13,10,3,4,3,1,13,2,11
N00001121,43,3,2,1,2,0,1,1,0,6,0,1,0,0,5,7,5,2,2,0,0,0,2,9,6,3,3,3,0,6,3,3,5,1,4
N00001122,31,1,1,0,2,1,1,0,0,1,1,0,0,0,0,6,4,2,2,0,1,1,0,4,3,1,2,1,1,3,1,2,10,0,10
N00001123,45,3,3,0,2,0,2,0,0,3,1,0,1,0,1,4,4,0,7,0,2,4,1,9,7,2,5,5,0,3,1,2,9,1,8
N00001124,194,13,9,4,11,3,1,2,5,12,1,2,2,0,7,26,18,8,19,0,9,5,5,36,27,9,26,21,5,12,6,6,39,2,37
N00001125,123,6,4,2,7,3,1,2,1,8,0,4,1,0,3,9,7,2,13,0,4,4,5,13,10,3,28,22,6,12,7,5,27,0,27
N00001126,73,2,1,1,1,1,0,0,0,4,0,2,0,0,2,10,10,0,5,0,1,2,2,13,10,3,10,10,0,8,3,5,20,0,20
N00001127,142,3,2,1,5,1,2,0,2,13,0,3,1,2,7,18,15,3,15,0,5,4,6,16,14,2,27,25,2,10,5,5,35,3,32
N00001128,53,1,1,0,3,0,0,1,2,4,0,0,0,0,4,4,4,0,5,1,2,1,1,7,7,0,10,10,0,4,2,2,15,0,15
N00001129,144,3,2,1,9,3,2,1,3,16,6,0,0,3,7,24,19,5,18,0,6,9,3,20,11,9,17,14,3,9,6,3,28,3,25
N00001130,57,3,1,2,2,0,0,1,1,2,0,2,0,0,0,4,4,0,6,0,4,0,2,8,4,4,5,3,2,4,3,1,23,0,23
N00001131,572,50,39,11,148,53,28,16,51,72,15,2,4,16,35,79,68,11,30,2,4,5,19,43,26,17,66,52,14,18,8,10,66,9,57
N00001132,66,2,2,0,4,0,2,1,1,3,0,0,0,2,1,9,7,2,9,0,3,3,3,6,4,2,11,9,2,5,1,4,17,1,16
N00001133,236,10,6,4,20,10,2,2,6,31,5,3,2,4,17,23,21,2,20,1,5,6,8,26,11,15,48,45,3,14,6,8,44,1,43
N00001134,106,11,9,2,19,12,0,2,5,12,3,2,1,1,5,10,5,5,9,0,2,3,4,5,4,1,17,13,4,7,1,6,16,4,12
N00001135,62,2,0,2,7,1,3,2,1,2,0,0,0,1,1,11,8,3,10,0,3,5,2,7,5,2,7,5,2,3,1,2,13,1,12
N00001136,72,4,1,3,5,1,1,0,3,6,0,1,0,1,4,10,10,0,8,0,3,2,3,5,2,3,6,4,2,11,6,5,17,0,17
N00001137,64,2,2,0,7,1,1,1,4,6,1,1,0,0,4,4,2,2,5,0,1,3,1,8,2,6,7,6,1,5,1,4,20,2,18
N00001138,37,2,2,0,2,0,1,0,1,2,1,0,0,0,1,3,2,1,5,0,2,1,2,4,2,2,3,2,1,4,3,1,12,1,11
N00001139,253,12,5,7,48,5,19,5,19,23,9,3,0,4,7,46,44,2,25,0,11,6,8,21,14,7,27,21,6,20,9,11,31,0,31
N00001140,103,2,0,2,9,2,4,1,2,7,2,2,0,1,2,16,14,2,14,1,4,2,7,16,11,5,13,11,2,11,3,8,15,1,14
N00001141,55,0,0,0,5,2,1,0,2,4,0,3,0,0,1,9,4,5,8,0,3,2,3,5,4,1,7,7,0,5,0,5,12,0,12
N00001142,62,1,0,1,4,0,1,1,2,7,1,3,0,1,2,4,3,1,3,0,1,1,1,10,7,3,9,9,0,4,3,1,20,1,19
N00001143,29,3,1,2,2,0,1,1,0,6,1,2,0,2,1,3,2,1,1,0,0,0,1,4,2,2,2,2,0,1,1,0,7,3,4
N00001144,61,4,2,2,6,1,3,1,1,3,1,0,0,1,1,7,6,1,3,0,1,0,2,16,10,6,4,4,0,3,2,1,15,1,14
N00001145,64,2,1,1,3,0,0,2,1,4,1,1,0,1,1,7,5,2,6,0,1,1,4,9,5,4,10,8,2,3,0,3,20,2,18
N00001146,76,6,6,0,4,0,2,2,0,2,1,0,0,0,1,11,10,1,6,0,2,1,3,13,9,4,9,6,3,10,3,7,15,0,15
N00001147,70,5,2,3,7,0,2,0,5,4,0,3,0,0,1,4,2,2,7,0,1,2,4,11,7,4,14,8,6,3,2,1,15,0,15
N00001148,64,0,0,0,1,0,0,0,1,4,1,0,0,2,1,11,9,2,7,0,4,1,2,8,7,1,9,8,1,1,0,1,23,1,22
N00001149,108,2,2,0,10,1,3,2,4,9,3,3,0,0,3,14,14,0,12,1,0,5,6,11,8,3,17,15,2,5,1,4,28,1,27
N00001150,71,1,0,1,2,0,0,2,0,4,1,0,0,1,2,12,9,3,6,0,3,0,3,4,2,2,17,14,3,2,1,1,23,2,21
N00001151,108,3,0,3,4,1,0,1,2,9,1,1,1,2,4,19,16,3,7,0,3,2,2,9,8,1,22,16,6,5,1,4,30,2,28
N00001152,77,4,4,0,4,1,1,2,0,2,0,1,0,0,1,19,12,7,4,0,1,1,2,11,9,2,8,6,2,6,4,2,19,0,19
N00001153,100,5,4,1,6,0,4,0,2,4,1,0,0,1,2,19,15,4,10,0,2,3,5,11,8,3,17,16,1,5,3,2,23,0,23
N00001154,72,1,1,0,5,0,3,1,1,2,0,0,0,0,2,14,9,5,6,1,1,1,3,9,5,4,15,14,1,2,1,1,18,2,16
N00001155,325,27,11,16,88,54,13,7,14,33,5,9,0,5,14,47,42,5,30,0,8,7,15,24,13,11,33,20,13,11,8,3,32,1,31
N00001156,336,18,14,4,23,1,6,8,8,20,4,2,1,3,10,53,43,10,34,0,9,10,15,38,31,7,43,35,8,21,9,12,86,8,78
N00001157,127,8,3,5,32,8,5,10,9,17,0,2,0,5,10,13,10,3,8,0,3,5,0,8,6,2,25,23,2,6,0,6,10,1,9
N00001158,118,12,10,2,19,1,2,12,4,14,3,4,0,3,4,19,16,3,15,1,8,3,3,9,6,3,13,12,1,9,4,5,8,0,8
N00001159,163,13,5,8,30,1,5,17,7,16,1,2,1,4,8,29,22,7,18,1,7,7,3,19,14,5,21,18,3,10,1,9,7,0,7
N00001160,117,4,3,1,14,3,3,2,6,9,0,1,0,1,7,23,19,4,10,1,4,2,3,17,13,4,17,14,3,3,2,1,20,0,20
N00001161,116,3,3,0,19,2,9,4,4,13,1,1,1,2,8,19,17,2,11,0,3,6,2,12,9,3,19,16,3,5,3,2,15,0,15
N00001162,80,9,3,6,15,3,3,7,2,8,3,1,0,2,2,20,17,3,3,0,0,2,1,7,5,2,9,7,2,2,0,2,7,1,6
N00001163,57,4,3,1,12,3,1,5,3,4,1,2,0,0,1,11,9,2,3,0,1,1,1,8,7,1,7,6,1,4,3,1,4,0,4
N00001164,162,9,6,3,19,3,3,6,7,21,2,4,2,0,13,26,21,5,17,0,6,6,5,11,9,2,31,28,3,8,3,5,20,0,20
N00001165,138,7,5,2,15,1,5,3,6,11,2,1,0,3,5,31,22,9,13,0,6,3,4,12,8,4,20,18,2,8,2,6,21,2,19
N00001166,238,14,10,4,27,5,9,9,4,12,1,5,0,2,4,50,40,10,21,1,3,13,4,24,21,3,33,28,5,25,11,14,32,3,29
N00001167,137,10,7,3,21,1,4,5,11,9,2,2,0,1,4,31,24,7,11,1,6,4,0,19,14,5,15,14,1,6,1,5,15,1,14
N00001168,98,0,0,0,13,3,3,5,2,9,0,1,1,1,6,7,6,1,10,0,3,2,5,17,15,2,18,15,3,10,4,6,14,0,14
N00001169,135,4,0,4,19,4,4,4,7,15,1,3,0,1,10,27,23,4,20,0,5,13,2,16,16,0,13,10,3,8,2,6,13,0,13
N00001170,129,6,3,3,12,2,5,3,2,10,2,3,1,0,4,22,17,5,18,2,5,9,2,18,17,1,16,15,1,13,5,8,14,0,14
N00001171,143,9,4,5,23,4,6,7,6,10,4,0,0,3,3,23,20,3,17,0,2,6,9,12,10,2,22,16,6,8,0,8,19,0,19
N00001172,140,9,6,3,22,3,5,7,7,13,2,6,0,3,2,22,18,4,16,0,4,9,3,9,7,2,24,20,4,6,1,5,19,0,19
N00001173,126,11,8,3,24,6,8,4,6,6,1,2,0,1,2,19,15,4,10,2,4,2,2,12,8,4,19,16,3,5,2,3,20,3,17
N00001174,154,23,17,6,71,8,28,16,19,21,1,1,0,6,13,13,10,3,6,0,4,1,1,4,4,0,9,9,0,4,3,1,3,0,3
N00001175,150,20,13,7,51,10,13,14,14,23,1,3,1,5,13,16,13,3,7,0,2,2,3,8,7,1,18,15,3,1,0,1,6,1,5
N00001176,118,11,5,6,16,4,6,1,5,9,2,3,0,1,3,18,16,2,10,1,6,3,0,11,8,3,24,24,0,8,2,6,11,1,10
N00001177,145,8,4,4,31,6,16,3,6,16,2,4,3,1,6,18,15,3,17,2,7,4,4,10,6,4,20,20,0,10,5,5,15,1,14
N00001178,181,13,8,5,63,9,22,19,13,22,2,2,1,3,14,24,19,5,13,0,3,8,2,11,10,1,18,17,1,6,2,4,11,1,10
N00001179,169,25,20,5,60,11,6,25,18,20,1,1,1,2,15,23,20,3,9,0,2,6,1,14,12,2,12,9,3,1,0,1,5,0,5
N00001180,57,1,0,1,15,1,5,3,6,9,1,2,0,1,5,13,9,4,3,0,1,2,0,4,2,2,7,5,2,2,0,2,3,0,3
N00001181,96,7,6,1,23,3,4,10,6,10,0,0,2,1,7,18,13,5,8,1,1,2,4,7,7,0,11,4,7,5,1,4,7,1,6
N00001182,185,20,15,5,69,5,14,32,18,22,2,2,1,1,16,21,15,6,3,0,1,1,1,16,15,1,25,19,6,4,1,3,5,0,5
N00001183,245,26,17,9,79,15,27,20,17,23,4,4,1,2,12,33,29,4,20,2,5,5,8,23,13,10,15,12,3,7,1,6,19,1,18
N00001184,140,14,9,5,30,4,10,8,8,11,1,2,0,0,8,23,17,6,8,1,5,1,1,10,10,0,19,18,1,10,2,8,15,1,14
N00001185,128,6,5,1,22,2,10,3,7,8,2,1,1,0,4,23,22,1,11,0,5,2,4,14,11,3,20,19,1,11,2,9,13,0,13
N00001186,122,8,6,2,27,8,11,2,6,14,5,0,0,0,9,21,18,3,11,1,5,1,4,11,9,2,13,13,0,8,4,4,9,0,9
N00001187,166,18,12,6,70,9,16,23,22,17,2,2,0,0,13,20,17,3,9,1,0,2,6,7,6,1,14,10,4,3,1,2,8,0,8
N00001188,268,24,15,9,72,8,9,27,28,42,6,6,1,9,20,41,37,4,18,1,8,9,0,27,19,8,19,18,1,6,2,4,19,0,19
N00001189,158,11,9,2,32,3,10,6,13,16,1,2,2,2,9,24,17,7,17,1,9,3,4,16,12,4,18,15,3,5,0,5,19,1,18
N00001190,140,11,8,3,24,6,12,2,4,5,1,0,0,1,3,25,19,6,15,0,7,5,3,13,12,1,22,19,3,3,2,1,22,2,20
N00001191,107,6,2,4,10,4,1,1,4,11,2,3,0,1,5,14,12,2,11,0,6,5,0,13,9,4,16,14,2,9,2,7,17,0,17
N00001192,119,8,5,3,21,4,9,3,5,10,1,2,0,1,6,9,8,1,16,0,3,6,7,15,12,3,13,11,2,7,0,7,20,1,19
N00001193,101,8,5,3,7,3,1,0,3,1,1,0,0,0,0,18,17,1,11,0,3,3,5,7,5,2,16,14,2,8,4,4,25,5,20
N00001194,129,10,6,4,8,3,0,1,4,7,1,1,0,3,2,13,12,1,16,0,10,4,2,9,6,3,32,30,2,11,5,6,23,0,23
N00001195,82,9,4,5,17,3,8,4,2,4,0,2,0,0,2,16,13,3,6,1,4,1,0,11,10,1,5,4,1,7,5,2,7,0,7
