GeographyCode,QS104NI0001,QS104NI0002,QS104NI0003,QS104NI0004,QS104NI0005,QS104NI0006,QS104NI0007,QS104NI0008,QS104NI0009,QS104NI0010,QS104NI0011,QS104NI0012,QS104NI0013,QS104NI0014,QS104NI0015,QS104NI0016,QS104NI0017,QS104NI0018,QS104NI0019,QS104NI0020
N00000304,342,31,39,28,19,21,20,37,40,45,23,14,11,6,2,5,0,0,1,0
N00000305,395,15,33,28,37,34,11,13,24,28,57,35,33,21,7,4,5,5,5,0
N00000306,381,30,38,40,24,20,12,22,46,45,29,38,11,17,3,2,2,1,1,0
N00000307,355,27,24,27,29,22,12,17,32,32,34,25,32,11,16,6,6,3,0,0
N00000308,277,11,11,23,20,18,9,16,20,29,24,12,31,28,13,5,5,2,0,0
N00000309,378,20,19,37,37,30,20,11,26,54,40,23,12,15,12,7,8,4,2,1
N00000310,408,13,15,17,33,21,26,16,15,20,31,36,35,40,32,20,10,13,4,11
N00000311,333,16,20,15,17,20,22,20,18,21,33,23,16,24,19,17,14,9,9,0
N00000312,512,22,42,35,38,28,38,33,26,43,36,45,24,37,23,22,12,4,3,1
N00000313,636,56,47,53,49,50,29,46,50,51,49,32,23,23,19,13,12,17,13,4
N00000314,358,18,24,14,26,31,32,21,19,28,23,19,17,30,21,19,8,5,3,0
N00000315,345,16,31,19,23,25,23,26,27,30,14,19,21,22,20,12,5,7,3,2
N00000316,374,24,26,32,29,17,12,18,28,33,28,17,20,28,23,11,10,12,6,0
N00000317,447,24,23,22,24,31,26,28,29,30,29,26,30,35,32,21,13,15,9,0
N00000318,344,19,14,27,28,20,15,15,22,26,34,28,22,14,25,18,7,6,2,2
N00000319,819,70,65,58,50,42,52,59,59,80,43,37,47,49,40,26,20,8,6,8
N00000320,318,19,18,18,16,16,11,11,22,20,24,23,16,27,28,16,8,10,9,6
N00000321,517,44,32,31,33,29,45,40,37,37,34,33,33,32,26,18,9,3,1,0
N00000322,389,28,29,28,19,15,28,21,31,35,16,34,15,18,33,19,11,5,3,1
N00000323,472,25,34,36,30,24,21,19,46,30,42,39,34,36,25,17,8,5,1,0
N00000324,376,13,9,27,30,17,12,10,27,30,35,23,35,35,24,26,9,5,9,0
N00000325,538,42,51,36,36,20,19,36,42,49,35,27,27,33,24,29,10,14,5,3
N00000326,946,82,75,48,53,46,68,78,84,60,68,57,60,44,41,25,15,16,15,11
N00000327,325,28,30,24,26,9,28,26,33,28,25,29,13,10,10,3,3,0,0,0
N00000328,291,22,27,29,24,10,17,28,31,19,16,12,16,11,18,5,3,2,1,0
N00000329,402,27,40,27,26,27,29,16,35,32,32,24,20,24,19,13,5,2,3,1
N00000330,539,52,50,31,27,22,25,63,76,52,27,26,17,23,22,16,5,3,0,2
N00000331,612,39,61,50,50,31,35,39,52,62,44,37,29,26,23,13,6,9,5,1
N00000332,284,28,20,21,10,28,20,23,21,21,11,16,12,14,12,6,7,6,3,5
N00000333,293,31,32,19,24,16,18,19,24,27,17,17,9,9,10,8,5,5,3,0
N00000334,294,26,26,20,24,22,18,24,23,25,12,19,17,11,11,9,4,3,0,0
N00000335,326,19,19,17,14,22,16,20,15,22,12,24,28,32,31,15,12,4,3,1
N00000336,330,12,18,19,13,13,15,12,19,18,15,20,31,58,29,15,17,0,4,2
N00000337,282,7,11,14,13,15,10,16,9,23,18,25,28,27,22,24,10,2,6,2
N00000338,308,18,16,14,16,21,10,13,15,20,19,34,22,16,26,15,16,8,8,1
N00000339,294,14,14,15,16,20,10,14,15,32,20,21,19,20,23,15,14,9,3,0
N00000340,427,19,18,18,24,30,25,14,22,23,23,38,45,19,29,21,15,15,16,13
N00000341,348,9,18,20,27,20,16,3,18,28,39,41,26,32,21,10,13,5,2,0
N00000342,359,30,12,18,36,26,21,27,34,20,34,25,32,19,13,5,5,1,1,0
N00000343,351,24,22,27,28,21,20,22,30,18,34,27,24,22,24,2,1,4,0,1
N00000344,406,19,16,22,22,34,34,33,20,36,36,23,24,34,25,15,6,3,3,1
N00000345,416,29,25,23,29,32,26,24,24,32,35,24,22,25,23,16,12,8,4,3
N00000346,685,76,54,63,57,46,48,36,54,52,53,43,24,16,12,19,8,12,3,9
N00000347,257,10,12,5,13,16,20,12,20,20,17,28,21,18,15,8,7,9,3,3
N00000348,426,10,18,28,29,42,32,16,16,30,25,33,26,19,14,18,8,22,27,13
N00000349,368,26,17,25,24,27,29,24,25,27,27,26,20,20,15,18,7,6,3,2
N00000350,577,51,39,42,36,42,39,50,36,42,38,33,28,20,23,20,15,11,7,5
N00000351,414,25,22,36,38,38,23,19,24,30,37,14,23,34,20,11,11,6,2,1
N00000352,466,25,23,43,45,38,24,30,34,35,38,33,26,24,19,12,10,6,1,0
N00000353,422,33,21,22,33,27,25,17,26,34,32,34,25,21,22,20,16,6,7,1
N00000354,405,25,27,26,38,27,23,19,24,26,35,31,25,13,15,16,18,12,3,2
N00000355,441,29,23,31,32,26,33,34,31,19,28,23,33,31,21,18,12,8,7,2
N00000356,414,36,38,37,45,32,38,22,32,25,27,31,14,7,8,11,5,3,3,0
N00000357,1212,138,94,97,75,89,125,109,82,73,63,62,51,29,40,32,34,12,6,1
N00000358,371,29,24,29,30,28,39,18,17,27,25,18,25,29,11,2,5,8,5,2
N00000359,820,58,29,29,41,64,103,51,50,52,48,59,46,42,40,40,33,18,11,6
N00000360,423,27,24,35,45,37,34,19,25,23,29,31,27,18,20,8,10,8,1,2
N00000361,413,39,19,20,22,21,43,32,26,20,21,19,18,18,17,16,18,15,22,7
N00000362,390,23,26,28,46,26,30,20,32,24,24,21,22,18,10,15,6,13,5,1
N00000363,484,32,41,39,38,29,31,33,29,31,35,30,31,26,19,16,12,7,4,1
N00000364,475,23,42,36,38,45,26,17,23,39,33,26,32,27,19,13,17,10,7,2
N00000365,255,21,27,22,16,21,15,13,13,22,19,21,9,10,5,9,2,4,5,1
N00000366,536,55,41,47,30,31,44,60,44,30,21,26,21,25,24,17,8,11,0,1
N00000367,351,33,20,23,22,13,40,20,25,23,22,19,14,17,22,14,12,9,3,0
N00000368,544,32,40,31,47,39,33,33,34,45,28,33,38,24,24,13,15,12,15,8
N00000369,411,28,28,34,33,25,20,19,25,21,29,33,28,27,17,12,13,6,9,4
N00000370,485,42,30,29,39,35,23,25,40,36,35,28,22,20,31,17,14,13,4,2
N00000371,447,30,37,47,42,28,20,13,29,36,37,31,17,21,19,22,7,8,3,0
N00000372,380,42,30,35,13,20,23,35,37,28,18,32,29,18,7,5,5,2,1,0
N00000373,437,36,13,25,33,30,32,44,24,26,28,39,25,17,23,17,14,6,4,1
N00000374,348,25,18,21,22,21,27,24,21,25,28,27,20,34,16,9,8,2,0,0
N00000375,303,7,11,12,20,17,20,12,13,13,25,22,21,24,20,17,22,16,8,3
N00000376,261,13,13,12,13,11,18,19,18,14,18,19,19,17,16,11,8,11,9,2
N00000377,268,13,15,15,9,15,24,9,14,14,17,11,13,21,29,15,14,15,5,0
N00000378,289,19,21,22,25,17,20,20,18,18,27,23,16,14,9,8,3,7,2,0
N00000379,490,40,38,54,37,29,20,35,48,42,32,33,32,16,13,6,7,5,1,2
N00000380,532,32,36,38,44,45,48,29,30,46,45,31,32,22,15,19,13,3,2,2
N00000381,979,90,93,87,84,57,80,69,95,79,64,55,29,33,23,16,12,8,5,0
N00000382,557,46,36,44,42,35,44,43,25,37,37,40,36,37,18,16,10,6,3,2
N00000383,472,43,45,40,38,32,22,31,36,32,32,34,22,18,10,10,11,10,6,0
N00000384,490,38,42,40,42,40,35,21,32,31,38,38,27,20,17,11,11,5,2,0
N00000385,445,39,31,44,33,22,32,19,33,30,38,32,20,16,17,13,9,8,7,2
N00000386,291,24,17,10,22,26,25,25,18,10,21,22,14,17,15,8,10,4,3,0
N00000387,227,14,15,11,13,13,10,17,11,19,21,19,11,9,5,9,10,7,9,4
N00000388,1602,137,96,132,95,140,131,113,101,98,130,73,66,59,64,50,40,43,19,15
N00000389,445,27,37,33,26,29,25,25,24,36,31,34,19,28,15,15,22,11,4,4
N00000390,972,68,63,69,84,64,49,58,63,59,82,70,51,49,63,35,20,10,11,4
N00000391,524,38,34,35,33,37,26,31,40,43,38,33,30,25,31,22,10,9,6,3
N00000392,1399,103,91,81,92,111,122,116,108,125,100,88,66,67,46,39,27,11,5,1
N00000393,459,31,35,30,18,20,25,35,39,23,36,27,29,33,27,28,11,7,4,1
N00000394,406,19,25,22,32,20,24,20,18,32,26,33,26,28,32,22,9,10,3,5
N00000395,508,29,24,20,31,32,35,20,32,20,32,37,34,30,29,17,20,22,24,20
N00000396,376,19,27,25,20,16,18,20,18,28,22,38,22,32,32,19,9,4,4,3
N00000397,520,26,24,40,37,36,32,35,42,32,52,40,32,23,26,16,13,8,5,1
N00000398,463,27,33,35,30,25,18,18,22,42,30,38,21,37,32,19,18,10,7,1
N00000399,304,19,13,11,22,22,28,21,29,15,20,11,15,31,14,17,6,5,3,2
N00000400,240,12,5,16,9,17,21,23,16,14,16,20,11,17,11,14,7,7,2,2
N00000401,286,19,11,15,18,25,21,16,21,15,24,18,9,29,14,13,10,7,1,0
N00000402,248,11,4,6,12,19,28,14,16,11,11,20,15,20,19,11,11,13,7,0
N00000403,522,50,39,34,26,32,36,51,46,22,23,36,23,29,17,22,11,13,9,3
N00000404,276,19,15,9,16,14,20,17,16,17,8,17,19,26,24,15,13,8,2,1
N00000405,223,6,11,15,20,25,20,10,10,12,15,14,10,12,11,11,5,13,2,1
N00000406,397,32,44,22,24,26,20,24,45,21,28,21,16,27,20,13,5,6,3,0
N00000407,1125,93,71,98,107,77,68,79,84,73,76,68,67,44,42,34,19,12,11,2
N00000408,468,29,42,37,47,34,24,14,34,31,35,30,18,30,16,22,14,5,3,3
N00000409,403,31,24,17,23,28,33,25,17,23,26,28,19,20,26,18,8,15,14,8
N00000410,392,24,20,30,28,32,16,11,32,28,24,28,21,26,24,22,13,10,2,1
N00000411,355,32,22,27,28,20,28,24,21,27,24,18,18,35,10,9,3,4,3,2
N00000412,438,32,29,31,30,28,29,31,29,27,19,29,32,32,17,16,6,10,8,3
N00000413,442,35,33,29,35,42,19,35,28,29,32,29,31,17,21,7,13,5,2,0
N00000414,380,16,27,28,40,16,30,12,31,30,34,15,29,24,16,7,12,6,6,1
N00000415,439,29,34,25,26,35,40,35,25,29,35,27,25,20,24,9,8,6,4,3
N00000416,420,30,28,30,28,27,31,23,26,39,26,25,24,21,13,15,14,11,3,6
N00000417,533,64,40,38,30,35,41,57,51,46,32,25,18,22,14,13,4,2,1,0
N00000418,857,82,68,56,48,53,46,67,71,71,54,46,49,48,34,24,20,13,7,0
N00000419,354,18,23,23,18,18,23,17,17,31,25,17,36,17,35,14,11,8,3,0
N00000420,339,11,9,18,16,21,18,19,14,17,26,28,28,17,18,23,21,18,10,7
N00000421,530,49,40,44,33,31,23,33,57,53,32,38,31,21,12,14,11,5,2,1
N00000422,422,31,28,28,31,29,23,30,22,21,28,22,29,24,27,25,10,7,4,3
N00000423,461,33,39,38,34,24,17,22,29,50,33,38,21,22,18,13,16,4,6,4
N00000424,561,48,44,42,42,44,54,45,40,31,40,28,25,25,28,12,10,1,1,1
N00000425,363,25,14,33,30,19,16,25,25,29,30,21,13,31,19,8,10,7,6,2
N00000426,307,17,13,21,24,23,18,11,10,34,23,25,21,21,12,13,4,12,3,2
N00000427,339,24,20,21,30,22,21,18,14,36,21,23,17,25,13,12,14,5,2,1
N00000428,398,41,16,24,28,21,32,33,26,34,32,23,13,24,23,9,8,7,2,2
N00000429,474,27,45,40,48,25,19,17,34,39,47,26,20,14,26,14,12,10,10,1
N00000430,497,23,40,47,36,34,31,21,35,41,42,22,36,27,18,15,14,12,0,3
N00000431,361,22,26,30,31,26,24,23,22,28,25,19,15,16,22,12,9,5,6,0
N00000432,285,13,20,25,23,11,17,11,19,21,18,24,10,7,22,13,13,13,2,3
N00000433,280,20,15,11,11,15,23,21,10,18,17,16,9,28,13,24,10,15,1,3
N00000434,445,31,43,33,24,29,36,28,44,27,24,20,22,15,19,18,12,13,6,1
N00000435,430,41,37,26,25,36,26,33,34,29,31,25,11,15,16,16,10,12,5,2
N00000436,522,38,40,45,42,34,23,45,39,29,32,38,25,26,22,23,10,7,3,1
N00000437,664,52,47,64,60,54,36,31,54,58,53,43,28,29,24,19,4,5,3,0
N00000438,475,30,20,26,44,38,34,27,28,31,34,31,29,39,19,15,7,13,6,4
N00000439,419,21,22,32,39,40,29,20,25,29,26,30,26,16,30,9,22,1,2,0
N00000440,417,32,28,34,40,33,25,40,19,31,23,24,23,19,21,13,6,4,2,0
N00000441,311,15,18,23,13,27,27,12,23,22,15,23,19,27,17,12,11,4,3,0
N00000442,444,64,29,22,19,23,43,52,38,36,17,20,19,19,12,12,11,2,5,1
N00000443,488,35,34,39,36,30,26,23,27,52,48,34,25,18,20,16,13,8,1,3
N00000444,566,38,35,29,24,35,48,51,48,28,41,37,29,36,25,23,9,10,16,4
N00000445,397,17,30,30,32,23,22,13,18,33,34,32,21,15,27,25,9,11,4,1
N00000446,336,25,14,18,24,21,25,17,22,15,25,28,21,25,22,17,12,4,1,0
N00000447,309,14,11,15,18,13,17,6,21,12,27,24,13,12,24,20,18,16,19,9
N00000448,246,13,9,3,14,18,27,20,14,13,20,10,15,16,17,18,10,5,4,0
N00000449,435,31,25,33,39,20,31,29,24,29,33,29,14,24,29,13,15,11,3,3
N00000450,491,42,44,33,17,28,37,35,35,33,30,31,40,12,14,23,15,12,7,3
N00000451,493,52,47,24,23,25,32,40,57,46,34,30,19,16,14,14,7,8,4,1
N00000452,452,34,26,44,41,18,15,29,29,42,27,31,19,30,17,20,16,7,3,4
N00000453,335,10,18,29,38,15,14,11,23,29,28,17,16,22,26,18,8,7,6,0
N00000454,514,32,36,43,40,43,28,23,39,42,43,31,29,35,19,11,7,9,3,1
N00000455,273,34,22,12,8,19,19,28,21,16,15,19,10,14,11,8,3,8,6,0
N00000456,322,27,24,24,21,17,19,16,27,15,26,24,14,34,9,10,8,5,2,0
N00000457,347,32,17,30,27,24,17,22,18,40,26,32,27,16,6,3,5,4,0,1
N00000458,366,13,22,38,29,22,14,7,15,28,36,30,34,20,27,10,6,8,4,3
N00000459,690,40,42,39,50,36,58,43,50,50,61,65,41,49,24,13,16,10,2,1
N00000460,359,26,20,23,23,23,32,29,32,27,31,15,18,13,16,12,10,3,4,2
N00000461,421,31,28,36,28,21,16,27,27,38,37,26,29,26,16,19,7,5,4,0
N00000462,232,19,15,13,13,13,22,17,16,17,7,10,17,16,8,12,11,3,3,0
N00000463,777,65,43,37,36,60,73,62,56,69,35,46,40,39,42,31,17,18,6,2
N00000464,436,32,47,32,27,25,21,41,44,37,28,22,21,10,13,9,14,11,0,2
N00000465,305,27,23,21,16,16,17,29,24,26,21,20,15,17,7,8,10,6,2,0
N00000466,375,30,21,15,21,31,17,12,26,20,27,27,26,25,30,18,19,5,4,1
N00000467,290,4,18,22,15,20,13,9,14,20,34,22,17,28,23,9,10,7,5,0
N00000468,302,21,18,16,23,18,13,10,21,18,31,19,26,19,19,14,4,5,5,2
N00000469,440,36,40,37,27,13,26,34,40,41,28,18,21,32,16,17,5,8,1,0
N00000470,286,22,14,24,20,22,16,21,28,16,23,12,10,24,7,1,6,12,7,1
N00000471,286,19,10,11,19,23,32,14,17,20,17,23,19,19,16,13,4,6,2,2
N00000472,222,13,9,5,7,16,15,9,18,17,19,18,19,13,18,7,9,7,3,0
N00000473,202,6,4,8,13,21,14,10,15,7,17,11,13,11,8,16,13,12,2,1
N00000474,250,5,4,11,23,11,13,6,8,12,17,12,14,24,22,24,21,14,6,3
N00000475,238,13,17,17,16,18,11,20,18,14,19,17,14,9,9,5,3,9,7,2
N00000476,256,11,18,12,14,17,17,16,15,19,23,16,9,16,17,13,14,6,3,0
N00000477,721,30,47,52,43,24,24,30,41,62,73,46,60,52,49,35,21,21,8,3
N00000478,294,10,16,15,18,15,32,22,14,27,21,14,18,11,24,10,10,14,3,0
N00000479,280,4,13,11,20,13,3,2,10,18,16,17,31,23,42,25,15,12,4,1
N00000480,335,17,15,17,17,13,13,7,16,25,19,17,24,29,37,32,21,9,3,4
N00000481,469,20,18,18,25,20,23,26,24,27,27,30,27,38,29,28,30,30,14,15
N00000482,225,12,12,10,10,12,10,6,8,16,16,19,12,18,11,16,6,18,10,3
N00000483,285,11,9,8,19,24,13,14,10,14,16,23,29,40,18,21,6,6,3,1
N00000484,330,23,17,17,21,21,31,21,26,21,26,16,15,20,26,15,6,6,1,1
N00000485,241,17,9,10,19,14,25,15,11,10,12,8,24,19,13,14,12,3,4,2
N00000486,372,20,30,44,41,18,18,15,28,48,39,31,16,6,9,1,3,3,2,0
N00000487,290,18,21,16,12,16,12,20,25,37,22,13,19,10,16,10,16,5,0,2
N00000488,409,20,32,39,37,25,22,22,21,34,45,37,24,20,12,10,7,0,2,0
N00000489,282,20,25,17,14,13,14,18,29,31,24,16,14,13,10,10,5,7,2,0
N00000490,515,56,40,31,24,23,46,59,56,38,28,22,22,23,13,14,6,7,5,2
N00000491,525,63,47,33,31,25,32,39,62,44,38,26,26,9,15,14,5,5,6,5
N00000492,414,27,25,19,16,38,53,36,33,22,14,18,33,28,18,7,13,11,2,1
N00000493,331,9,17,23,17,11,12,13,16,31,17,14,24,26,41,27,20,7,4,2
N00000494,825,45,39,52,56,46,53,48,55,61,55,64,51,49,41,31,32,26,18,3
N00000495,336,19,15,11,12,20,16,21,19,12,26,19,24,34,36,21,13,14,4,0
N00000496,837,89,79,57,44,42,60,83,100,82,50,46,29,19,20,11,12,9,5,0
N00000497,837,74,59,54,39,53,83,89,70,78,50,37,21,26,45,30,23,3,3,0
N00000498,337,13,13,16,15,13,18,14,19,21,31,15,17,28,31,29,18,7,8,11
N00000499,296,27,14,8,6,23,28,20,21,14,14,15,19,31,18,16,13,7,1,1
N00000500,503,28,20,24,29,30,32,21,26,37,26,33,34,33,23,34,39,20,11,3
N00000501,300,15,16,18,19,14,17,29,17,17,25,20,23,20,12,15,11,8,2,2
N00000502,196,20,21,10,9,24,15,10,13,17,11,12,9,9,7,4,2,3,0,0
N00000503,395,38,45,31,48,29,24,23,40,22,24,23,13,11,12,5,2,4,1,0
N00000504,236,18,23,19,20,23,15,12,13,17,16,13,14,11,10,7,2,1,0,2
N00000505,225,15,16,13,19,20,18,10,16,18,13,16,16,12,8,9,3,3,0,0
N00000506,282,17,15,13,16,23,14,22,19,37,19,24,18,25,12,2,5,0,0,1
N00000507,269,22,12,29,24,18,14,17,23,17,15,16,13,10,23,6,9,1,0,0
N00000508,316,13,14,23,24,17,13,17,26,19,30,16,22,24,17,26,9,4,2,0
N00000509,357,38,22,30,33,33,26,24,19,30,23,25,20,15,11,2,6,0,0,0
N00000510,290,35,24,21,29,29,26,22,18,14,20,15,15,12,8,1,0,0,0,1
N00000511,520,13,17,25,36,37,29,19,13,22,25,38,39,26,25,38,31,33,30,24
N00000512,430,14,15,21,27,31,25,14,14,14,32,45,46,21,37,23,29,14,7,1
N00000513,327,13,25,27,16,16,9,15,30,28,22,13,28,19,24,19,11,6,4,2
N00000514,357,15,29,13,12,21,20,26,21,16,24,19,22,30,26,24,18,17,2,2
N00000515,345,24,13,20,26,19,26,18,19,18,23,28,29,25,24,14,9,5,5,0
N00000516,215,3,5,11,17,11,9,10,9,15,14,18,26,21,12,13,10,7,4,0
N00000517,394,5,14,18,20,22,22,16,8,24,34,35,33,25,27,16,21,22,13,19
N00000518,311,11,22,23,19,15,10,14,12,31,23,20,22,24,20,15,12,9,6,3
N00000519,260,13,10,3,19,14,10,7,13,25,14,28,18,22,16,19,17,9,2,1
N00000520,612,48,32,26,25,26,38,28,30,46,39,24,43,50,39,37,39,23,13,6
N00000521,413,37,13,17,22,29,39,32,21,17,21,24,27,21,25,29,14,17,5,3
N00000522,451,34,39,22,24,16,26,34,29,38,30,25,22,20,32,26,15,17,2,0
N00000523,397,31,21,25,23,25,16,19,27,32,35,39,23,27,14,14,9,13,3,1
N00000524,488,36,44,36,24,15,28,20,44,48,39,32,33,21,21,18,18,5,5,1
N00000525,431,27,21,25,26,16,30,26,35,32,25,20,16,19,30,20,23,17,19,4
N00000526,260,11,7,11,15,16,27,36,17,25,20,17,13,13,11,7,12,1,1,0
N00000527,344,22,24,15,24,36,43,35,21,19,24,29,17,15,8,4,5,3,0,0
N00000528,247,7,12,9,12,20,23,28,25,22,20,20,10,8,10,7,10,2,2,0
N00000529,238,4,6,13,7,12,14,16,19,12,23,16,23,18,7,11,12,16,6,3
N00000530,292,16,15,10,15,13,23,21,18,18,25,12,13,14,21,8,20,17,10,3
N00000531,317,19,9,17,17,22,26,32,32,20,25,17,21,11,17,16,5,5,6,0
N00000532,214,18,7,7,6,18,18,18,21,13,15,15,17,10,8,4,8,3,5,3
N00000533,214,4,2,1,4,5,7,6,6,9,4,8,12,17,13,28,16,35,25,12
N00000534,490,43,35,35,30,21,28,16,46,41,26,39,25,34,23,12,12,15,8,1
N00000535,519,15,51,26,37,37,22,28,35,51,53,26,30,34,29,19,8,9,9,0
N00000536,392,25,26,23,14,15,26,15,42,41,25,26,22,21,21,22,12,14,1,1
N00000537,413,24,30,26,21,22,15,14,22,24,39,38,23,31,26,16,9,16,9,8
N00000538,395,21,25,27,23,19,20,21,13,32,36,41,24,19,24,15,19,10,6,0
N00000539,381,16,29,27,26,16,13,12,24,37,25,36,22,23,21,25,14,9,6,0
N00000540,291,5,5,11,16,19,16,9,10,17,17,35,26,24,31,18,19,8,4,1
N00000541,407,24,28,27,19,22,16,24,40,31,27,23,38,29,21,18,11,5,3,1
N00000542,265,17,13,7,13,15,12,10,10,17,13,12,14,23,25,11,12,19,12,10
N00000543,389,28,34,26,28,23,18,25,42,36,30,26,14,15,13,9,8,9,4,1
N00000544,273,16,10,14,16,22,27,17,18,23,12,22,8,15,17,13,9,6,7,1
N00000545,288,17,21,13,12,17,16,21,22,18,22,17,14,28,11,14,9,11,5,0
N00000546,280,17,18,11,18,17,24,15,17,30,12,11,11,15,32,13,8,10,0,1
N00000547,327,25,20,25,21,26,36,18,25,22,23,19,15,11,18,7,7,3,4,2
N00000548,285,16,13,14,25,37,17,17,24,19,26,16,10,16,12,9,6,5,1,2
N00000549,215,5,16,14,18,6,9,9,16,12,13,11,10,19,15,15,11,8,7,1
N00000550,429,40,37,17,25,36,32,26,43,43,24,20,16,14,18,6,14,8,4,6
N00000551,269,32,22,29,22,24,21,29,17,21,5,12,5,9,10,4,5,1,0,1
N00000552,254,27,23,13,10,15,18,19,34,15,14,12,12,13,11,9,2,5,2,0
N00000553,347,27,19,40,29,27,32,33,29,23,17,13,14,18,17,3,5,1,0,0
N00000554,250,36,18,21,13,21,27,23,24,15,8,16,11,8,4,4,0,1,0,0
N00000555,251,27,19,16,11,20,12,32,20,25,16,7,16,14,6,4,6,0,0,0
N00000556,348,42,41,30,29,28,30,23,26,12,22,19,23,10,9,2,0,2,0,0
N00000557,552,42,51,35,47,30,27,36,47,40,43,35,22,27,24,15,15,9,7,0
N00000558,466,35,28,28,25,25,21,24,32,30,36,26,31,15,25,27,22,15,10,11
N00000559,322,9,12,16,20,24,16,13,19,22,29,29,22,27,20,17,11,11,3,2
N00000560,413,15,18,29,43,26,21,10,22,42,30,26,38,31,14,14,15,10,5,4
N00000561,493,40,31,40,35,24,30,36,28,38,38,31,23,20,23,14,15,11,9,7
N00000562,364,20,14,29,32,19,17,26,18,33,26,19,30,24,22,15,6,12,2,0
N00000563,923,79,64,60,62,65,71,76,71,57,55,39,47,46,49,34,21,12,11,4
N00000564,323,26,11,19,12,16,25,32,15,16,22,22,13,19,21,13,18,16,5,2
N00000565,218,10,6,8,4,10,22,12,17,14,15,14,21,18,16,4,10,9,6,2
N00000566,320,17,17,10,14,18,30,16,15,14,21,19,16,25,17,14,19,12,13,13
N00000567,517,37,30,40,32,20,18,29,48,48,36,38,29,24,21,24,16,17,9,1
N00000568,369,20,26,38,30,23,13,30,31,35,32,17,15,30,9,8,5,4,3,0
N00000569,380,28,20,20,26,21,27,15,30,27,27,22,8,14,18,26,17,18,13,3
N00000570,337,25,22,22,21,20,19,11,29,20,37,29,22,21,16,11,5,4,2,1
N00000571,303,7,14,15,24,22,9,9,18,22,25,28,26,20,15,18,12,14,1,4
N00000572,572,20,30,45,52,45,24,15,29,60,58,61,41,27,17,13,16,9,9,1
N00000573,364,20,26,19,20,16,17,9,18,38,32,33,23,20,28,22,11,10,1,1
N00000574,435,23,34,43,27,24,19,17,25,48,44,36,21,18,13,19,13,5,4,2
N00000575,462,31,30,27,26,21,28,41,43,34,34,26,21,30,29,13,11,11,5,1
N00000576,344,16,30,26,24,28,26,31,27,31,23,16,18,19,16,6,1,4,2,0
N00000577,434,26,28,33,35,28,22,20,38,37,36,36,24,19,23,14,9,4,2,0
N00000578,718,68,55,51,49,36,44,61,68,53,40,44,31,34,28,21,20,12,2,1
N00000579,480,37,55,53,35,21,27,31,35,55,34,23,9,27,14,10,8,3,1,2
N00000580,474,33,39,26,19,21,41,34,50,40,23,21,24,21,24,23,12,13,7,3
N00000581,539,49,47,39,44,36,28,26,43,47,47,35,29,25,17,14,9,3,0,1
N00000582,401,18,24,23,26,31,17,23,18,34,38,22,27,36,26,10,10,12,5,1
N00000583,305,18,8,21,19,13,14,17,10,25,21,32,22,30,17,13,14,5,5,1
N00000584,493,31,34,35,26,22,19,30,29,48,32,22,34,24,18,26,20,18,13,12
N00000585,477,27,35,33,37,33,29,18,25,47,37,28,31,24,29,19,10,6,8,1
N00000586,446,23,30,34,19,20,36,36,30,48,35,31,21,23,21,12,14,7,6,0
N00000587,465,25,27,41,33,31,25,20,30,41,39,38,39,31,12,13,14,4,1,1
N00000588,394,26,35,31,23,30,22,36,25,34,26,33,22,18,15,4,8,4,2,0
N00000589,639,51,64,54,42,43,38,46,40,59,33,35,40,27,23,19,12,8,3,2
N00000590,416,20,22,31,31,30,23,17,23,25,33,36,22,35,26,10,14,12,3,3
N00000591,454,24,32,27,34,26,26,17,25,45,27,32,22,24,23,20,23,17,5,5
N00000592,480,51,25,30,33,21,42,55,44,36,30,18,27,14,24,12,7,5,4,2
N00000593,576,46,52,46,39,38,36,47,47,47,23,31,35,27,29,16,6,6,2,3
N00000594,371,20,23,28,34,14,19,19,21,38,29,30,19,23,14,17,8,9,3,3
N00000595,525,31,38,36,45,23,35,34,37,44,41,29,19,41,32,16,9,7,6,2
N00000596,293,9,6,11,15,21,16,12,12,11,16,28,26,36,18,21,18,12,1,4
N00000597,235,8,13,18,18,13,8,15,19,15,13,20,11,31,9,7,10,4,3,0
N00000598,287,26,5,9,6,26,36,34,27,21,22,18,12,12,11,6,6,6,4,0
N00000599,223,11,11,8,11,18,12,17,13,20,15,14,26,16,15,7,3,4,2,0
N00000600,350,19,14,19,14,21,15,8,21,23,26,21,13,16,24,20,24,28,9,15
N00000601,283,15,10,15,9,19,20,22,24,24,14,15,16,14,14,21,19,10,1,1
N00000602,214,4,4,5,3,7,10,12,9,9,8,7,13,28,23,24,26,11,10,1
N00000603,414,23,26,18,21,25,20,25,19,36,32,15,18,22,24,27,11,16,18,18
N00000604,340,24,25,20,28,23,16,23,30,24,23,24,26,20,9,10,12,0,2,1
N00000605,488,49,30,25,31,36,40,44,36,41,32,25,17,15,17,21,9,14,6,0
N00000606,352,41,32,22,32,14,29,42,38,33,28,8,14,7,5,3,1,2,0,1
N00000607,310,29,20,19,21,22,24,19,24,27,21,10,20,23,9,5,11,3,3,0
N00000608,365,15,18,21,25,29,9,15,13,35,32,30,22,27,26,24,11,9,3,1
N00000609,375,13,18,31,30,20,11,7,20,32,41,32,26,26,24,13,10,9,5,7
N00000610,419,32,33,31,20,22,25,36,34,37,31,42,17,18,12,15,11,1,0,2
