ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC6603NI0558,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 3.Associate professional and technical occupations, Full-time hours worked per week: Total"
DC6603NI0559,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 3.Associate professional and technical occupations, Full-time hours worked per week: 31 to 48 hours"
DC6603NI0560,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 3.Associate professional and technical occupations, Full-time hours worked per week: 49 or more hours"
DC6603NI0561,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 31.Science, engineering and technology associate professionals, All usual residents aged 16 to 74"
DC6603NI0562,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 31.Science, engineering and technology associate professionals, Part-time hours worked per week: Total"
DC6603NI0563,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 31.Science, engineering and technology associate professionals, Part-time hours worked per week: 15 hours or less"
DC6603NI0564,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 31.Science, engineering and technology associate professionals, Part-time hours worked per week: 16 to 30 hours"
DC6603NI0565,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 31.Science, engineering and technology associate professionals, Full-time hours worked per week: Total"
DC6603NI0566,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 31.Science, engineering and technology associate professionals, Full-time hours worked per week: 31 to 48 hours"
DC6603NI0567,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 31.Science, engineering and technology associate professionals, Full-time hours worked per week: 49 or more hours"
DC6603NI0568,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 32.Health and social care associate professionals, All usual residents aged 16 to 74"
DC6603NI0569,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 32.Health and social care associate professionals, Part-time hours worked per week: Total"
DC6603NI0570,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 32.Health and social care associate professionals, Part-time hours worked per week: 15 hours or less"
DC6603NI0571,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 32.Health and social care associate professionals, Part-time hours worked per week: 16 to 30 hours"
DC6603NI0572,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 32.Health and social care associate professionals, Full-time hours worked per week: Total"
DC6603NI0573,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 32.Health and social care associate professionals, Full-time hours worked per week: 31 to 48 hours"
DC6603NI0574,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 32.Health and social care associate professionals, Full-time hours worked per week: 49 or more hours"
DC6603NI0575,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 33.Protective service occupations, All usual residents aged 16 to 74"
DC6603NI0576,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 33.Protective service occupations, Part-time hours worked per week: Total"
DC6603NI0577,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 33.Protective service occupations, Part-time hours worked per week: 15 hours or less"
DC6603NI0578,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 33.Protective service occupations, Part-time hours worked per week: 16 to 30 hours"
DC6603NI0579,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 33.Protective service occupations, Full-time hours worked per week: Total"
DC6603NI0580,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 33.Protective service occupations, Full-time hours worked per week: 31 to 48 hours"
DC6603NI0581,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 33.Protective service occupations, Full-time hours worked per week: 49 or more hours"
DC6603NI0582,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 34.Culture, media and sports occupations, All usual residents aged 16 to 74"
DC6603NI0583,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 34.Culture, media and sports occupations, Part-time hours worked per week: Total"
DC6603NI0584,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 34.Culture, media and sports occupations, Part-time hours worked per week: 15 hours or less"
DC6603NI0585,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 34.Culture, media and sports occupations, Part-time hours worked per week: 16 to 30 hours"
DC6603NI0586,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 34.Culture, media and sports occupations, Full-time hours worked per week: Total"
DC6603NI0587,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 34.Culture, media and sports occupations, Full-time hours worked per week: 31 to 48 hours"
DC6603NI0588,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 34.Culture, media and sports occupations, Full-time hours worked per week: 49 or more hours"
DC6603NI0589,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 35.Business and public service associate professionals, All usual residents aged 16 to 74"
DC6603NI0590,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 35.Business and public service associate professionals, Part-time hours worked per week: Total"
DC6603NI0591,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 35.Business and public service associate professionals, Part-time hours worked per week: 15 hours or less"
DC6603NI0592,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 35.Business and public service associate professionals, Part-time hours worked per week: 16 to 30 hours"
DC6603NI0593,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 35.Business and public service associate professionals, Full-time hours worked per week: Total"
DC6603NI0594,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 35.Business and public service associate professionals, Full-time hours worked per week: 31 to 48 hours"
DC6603NI0595,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 35.Business and public service associate professionals, Full-time hours worked per week: 49 or more hours"
DC6603NI0596,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 4.Administrative and secretarial occupations, All usual residents aged 16 to 74"
DC6603NI0597,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 4.Administrative and secretarial occupations, Part-time hours worked per week: Total"
DC6603NI0598,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 4.Administrative and secretarial occupations, Part-time hours worked per week: 15 hours or less"
DC6603NI0599,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 4.Administrative and secretarial occupations, Part-time hours worked per week: 16 to 30 hours"
DC6603NI0600,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 4.Administrative and secretarial occupations, Full-time hours worked per week: Total"
DC6603NI0601,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 4.Administrative and secretarial occupations, Full-time hours worked per week: 31 to 48 hours"
DC6603NI0602,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 4.Administrative and secretarial occupations, Full-time hours worked per week: 49 or more hours"
DC6603NI0603,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 41.Administrative occupations, All usual residents aged 16 to 74"
DC6603NI0604,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 41.Administrative occupations, Part-time hours worked per week: Total"
DC6603NI0605,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 41.Administrative occupations, Part-time hours worked per week: 15 hours or less"
DC6603NI0606,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 41.Administrative occupations, Part-time hours worked per week: 16 to 30 hours"
DC6603NI0607,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 41.Administrative occupations, Full-time hours worked per week: Total"
DC6603NI0608,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 41.Administrative occupations, Full-time hours worked per week: 31 to 48 hours"
DC6603NI0609,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 41.Administrative occupations, Full-time hours worked per week: 49 or more hours"
DC6603NI0610,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 42.Secretarial and related occupations, All usual residents aged 16 to 74"
DC6603NI0611,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 42.Secretarial and related occupations, Part-time hours worked per week: Total"
DC6603NI0612,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 42.Secretarial and related occupations, Part-time hours worked per week: 15 hours or less"
DC6603NI0613,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 42.Secretarial and related occupations, Part-time hours worked per week: 16 to 30 hours"
DC6603NI0614,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 42.Secretarial and related occupations, Full-time hours worked per week: Total"
DC6603NI0615,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 42.Secretarial and related occupations, Full-time hours worked per week: 31 to 48 hours"
DC6603NI0616,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 42.Secretarial and related occupations, Full-time hours worked per week: 49 or more hours"
DC6603NI0617,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 5.Skilled trades occupations, All usual residents aged 16 to 74"
DC6603NI0618,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 5.Skilled trades occupations, Part-time hours worked per week: Total"
DC6603NI0619,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 5.Skilled trades occupations, Part-time hours worked per week: 15 hours or less"
DC6603NI0620,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 5.Skilled trades occupations, Part-time hours worked per week: 16 to 30 hours"
DC6603NI0621,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 5.Skilled trades occupations, Full-time hours worked per week: Total"
DC6603NI0622,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 5.Skilled trades occupations, Full-time hours worked per week: 31 to 48 hours"
DC6603NI0623,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 5.Skilled trades occupations, Full-time hours worked per week: 49 or more hours"
DC6603NI0624,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 51.Skilled agricultural and related trades, All usual residents aged 16 to 74"
DC6603NI0625,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 51.Skilled agricultural and related trades, Part-time hours worked per week: Total"
DC6603NI0626,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 51.Skilled agricultural and related trades, Part-time hours worked per week: 15 hours or less"
DC6603NI0627,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 51.Skilled agricultural and related trades, Part-time hours worked per week: 16 to 30 hours"
DC6603NI0628,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 51.Skilled agricultural and related trades, Full-time hours worked per week: Total"
DC6603NI0629,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 51.Skilled agricultural and related trades, Full-time hours worked per week: 31 to 48 hours"
DC6603NI0630,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 51.Skilled agricultural and related trades, Full-time hours worked per week: 49 or more hours"
DC6603NI0631,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 52.Skilled metal, electrical and electronic trades, All usual residents aged 16 to 74"
DC6603NI0632,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 52.Skilled metal, electrical and electronic trades, Part-time hours worked per week: Total"
DC6603NI0633,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 52.Skilled metal, electrical and electronic trades, Part-time hours worked per week: 15 hours or less"
DC6603NI0634,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 52.Skilled metal, electrical and electronic trades, Part-time hours worked per week: 16 to 30 hours"
DC6603NI0635,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 52.Skilled metal, electrical and electronic trades, Full-time hours worked per week: Total"
DC6603NI0636,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 52.Skilled metal, electrical and electronic trades, Full-time hours worked per week: 31 to 48 hours"
DC6603NI0637,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 52.Skilled metal, electrical and electronic trades, Full-time hours worked per week: 49 or more hours"
DC6603NI0638,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 53.Skilled construction and building trades, All usual residents aged 16 to 74"
DC6603NI0639,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 53.Skilled construction and building trades, Part-time hours worked per week: Total"
DC6603NI0640,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 53.Skilled construction and building trades, Part-time hours worked per week: 15 hours or less"
DC6603NI0641,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 53.Skilled construction and building trades, Part-time hours worked per week: 16 to 30 hours"
DC6603NI0642,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 53.Skilled construction and building trades, Full-time hours worked per week: Total"
DC6603NI0643,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 53.Skilled construction and building trades, Full-time hours worked per week: 31 to 48 hours"
DC6603NI0644,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 53.Skilled construction and building trades, Full-time hours worked per week: 49 or more hours"
DC6603NI0645,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 54.Textiles, printing and other skilled trades, All usual residents aged 16 to 74"
DC6603NI0646,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 54.Textiles, printing and other skilled trades, Part-time hours worked per week: Total"
DC6603NI0647,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 54.Textiles, printing and other skilled trades, Part-time hours worked per week: 15 hours or less"
DC6603NI0648,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 54.Textiles, printing and other skilled trades, Part-time hours worked per week: 16 to 30 hours"
DC6603NI0649,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 54.Textiles, printing and other skilled trades, Full-time hours worked per week: Total"
DC6603NI0650,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 54.Textiles, printing and other skilled trades, Full-time hours worked per week: 31 to 48 hours"
DC6603NI0651,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 54.Textiles, printing and other skilled trades, Full-time hours worked per week: 49 or more hours"
DC6603NI0652,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 6.Caring, leisure and other service occupations, All usual residents aged 16 to 74"
DC6603NI0653,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 6.Caring, leisure and other service occupations, Part-time hours worked per week: Total"
DC6603NI0654,Count,PERSONS,"All categories: Sex, Aged 65 to 74, 6.Caring, leisure and other service occupations, Part-time hours worked per week: 15 hours or less"
